Gene ID,Representative Transcript ID,Chromosome,TSS,strand
ENSSSCG00000008127,ENSSSCT00000008903,3,46929136,+
ENSSSCG00000008130,ENSSSCT00000008907,3,46966635,-
ENSSSCG00000008132,ENSSSCT00000008909,3,46992777,+
ENSSSCG00000008134,ENSSSCT00000008911,3,47396330,+
ENSSSCG00000008135,ENSSSCT00000082693,3,47470709,+
ENSSSCG00000008136,ENSSSCT00000054576,3,47601321,-
ENSSSCG00000008137,ENSSSCT00000043323,3,47653649,-
ENSSSCG00000008138,ENSSSCT00000060003,3,47758955,-
ENSSSCG00000008140,ENSSSCT00000008917,3,48022379,-
ENSSSCG00000008141,ENSSSCT00000084634,3,48648971,+
ENSSSCG00000008143,ENSSSCT00000008920,3,48870948,+
ENSSSCG00000008144,ENSSSCT00000064890,3,49198664,-
ENSSSCG00000008147,ENSSSCT00000105604,3,49416920,+
ENSSSCG00000008150,ENSSSCT00000048651,3,51492651,-
ENSSSCG00000008153,ENSSSCT00000008930,3,51623003,-
ENSSSCG00000008155,ENSSSCT00000008932,3,51749636,-
ENSSSCG00000008157,ENSSSCT00000008934,3,51794471,-
ENSSSCG00000008159,ENSSSCT00000066320,3,51844684,-
ENSSSCG00000008162,ENSSSCT00000079443,3,52288485,-
ENSSSCG00000008164,ENSSSCT00000047090,3,52649410,-
ENSSSCG00000008165,ENSSSCT00000008942,3,52841111,+
ENSSSCG00000008166,ENSSSCT00000008943,3,52918844,+
ENSSSCG00000008167,ENSSSCT00000008944,3,53081441,-
ENSSSCG00000008168,ENSSSCT00000008945,3,53032631,+
ENSSSCG00000008169,ENSSSCT00000038915,3,53149196,+
ENSSSCG00000008170,ENSSSCT00000008947,3,53295304,-
ENSSSCG00000008171,ENSSSCT00000008948,3,53490574,-
ENSSSCG00000008175,ENSSSCT00000037555,3,53862618,+
ENSSSCG00000008176,ENSSSCT00000089732,3,53942396,+
ENSSSCG00000008179,ENSSSCT00000041618,3,54775714,+
ENSSSCG00000008181,ENSSSCT00000093121,3,54932811,+
ENSSSCG00000008183,ENSSSCT00000044138,3,55076388,-
ENSSSCG00000008185,ENSSSCT00000008964,3,55054517,+
ENSSSCG00000008186,ENSSSCT00000066153,3,55198480,+
ENSSSCG00000008187,ENSSSCT00000051204,3,55351099,+
ENSSSCG00000008188,ENSSSCT00000008967,3,55560118,+
ENSSSCG00000008190,ENSSSCT00000087935,3,55834367,-
ENSSSCG00000008192,ENSSSCT00000058227,3,56277143,+
ENSSSCG00000008193,ENSSSCT00000008972,3,56541740,-
ENSSSCG00000008194,ENSSSCT00000088139,3,56610304,+
ENSSSCG00000008195,ENSSSCT00000008974,3,56632119,-
ENSSSCG00000008196,ENSSSCT00000008975,3,56643606,+
ENSSSCG00000008197,ENSSSCT00000008978,3,56750760,+
ENSSSCG00000008200,ENSSSCT00000008981,3,56776812,+
ENSSSCG00000008201,ENSSSCT00000063118,3,56811789,-
ENSSSCG00000008202,ENSSSCT00000008983,3,56858453,-
ENSSSCG00000008207,ENSSSCT00000008988,3,57386939,-
ENSSSCG00000008208,ENSSSCT00000032709,3,57423943,+
ENSSSCG00000008209,ENSSSCT00000078972,3,57528514,-
ENSSSCG00000008213,ENSSSCT00000008994,3,57968383,+
ENSSSCG00000008215,ENSSSCT00000008996,3,57918568,-
ENSSSCG00000008217,ENSSSCT00000008998,3,57998891,+
ENSSSCG00000008218,ENSSSCT00000009000,3,58161261,+
ENSSSCG00000008221,ENSSSCT00000041997,3,58354945,-
ENSSSCG00000008222,ENSSSCT00000071331,3,58207331,+
ENSSSCG00000008225,ENSSSCT00000009007,3,58670760,-
ENSSSCG00000008226,ENSSSCT00000009008,3,58667971,+
ENSSSCG00000008227,ENSSSCT00000046848,3,58862987,+
ENSSSCG00000008228,ENSSSCT00000009010,3,59072045,-
ENSSSCG00000008229,ENSSSCT00000046545,3,59101981,+
ENSSSCG00000008230,ENSSSCT00000009013,3,59001145,-
ENSSSCG00000008232,ENSSSCT00000009015,3,59174229,-
ENSSSCG00000008233,ENSSSCT00000043308,3,59167122,+
ENSSSCG00000008237,ENSSSCT00000009020,3,59399688,+
ENSSSCG00000008238,ENSSSCT00000051688,3,59401151,-
ENSSSCG00000008239,ENSSSCT00000058191,3,59339966,+
ENSSSCG00000008240,ENSSSCT00000027454,3,59327062,-
ENSSSCG00000008241,ENSSSCT00000009025,3,59458963,-
ENSSSCG00000008242,ENSSSCT00000072210,3,59708411,-
ENSSSCG00000008245,ENSSSCT00000009030,3,59777252,-
ENSSSCG00000008247,ENSSSCT00000087214,3,60142435,+
ENSSSCG00000008250,ENSSSCT00000042030,3,63455471,-
ENSSSCG00000008259,ENSSSCT00000009045,3,66128689,+
ENSSSCG00000008261,ENSSSCT00000009047,3,68231615,-
ENSSSCG00000008262,ENSSSCT00000055834,3,68404595,-
ENSSSCG00000008263,ENSSSCT00000070906,3,68490990,+
ENSSSCG00000008265,ENSSSCT00000009051,3,68497407,-
ENSSSCG00000008266,ENSSSCT00000081779,3,68498271,+
ENSSSCG00000008268,ENSSSCT00000009054,3,68519969,+
ENSSSCG00000008270,ENSSSCT00000009056,3,68563944,+
ENSSSCG00000008274,ENSSSCT00000080412,3,68654565,+
ENSSSCG00000008275,ENSSSCT00000009063,3,68564007,-
ENSSSCG00000008278,ENSSSCT00000009066,3,68550166,+
ENSSSCG00000008281,ENSSSCT00000037875,3,68600183,+
ENSSSCG00000008282,ENSSSCT00000028576,3,68622598,-
ENSSSCG00000008284,ENSSSCT00000009073,3,68624113,+
ENSSSCG00000008287,ENSSSCT00000009076,3,68588303,-
ENSSSCG00000008289,ENSSSCT00000009078,3,68833600,-
ENSSSCG00000008292,ENSSSCT00000009081,3,69020986,-
ENSSSCG00000008293,ENSSSCT00000009082,3,69091341,-
ENSSSCG00000008294,ENSSSCT00000079845,3,69121351,-
ENSSSCG00000008297,ENSSSCT00000050839,3,69236352,+
ENSSSCG00000008300,ENSSSCT00000058744,3,69188192,-
ENSSSCG00000008302,ENSSSCT00000065842,3,69496651,+
ENSSSCG00000008303,ENSSSCT00000009094,3,69546548,-
ENSSSCG00000008304,ENSSSCT00000009095,3,69547649,+
ENSSSCG00000008305,ENSSSCT00000066380,3,69565978,-
ENSSSCG00000008307,ENSSSCT00000067146,3,69715096,+
ENSSSCG00000008308,ENSSSCT00000009099,3,69859731,-
ENSSSCG00000008309,ENSSSCT00000053658,3,69894680,-
ENSSSCG00000008310,ENSSSCT00000032116,3,69939173,+
ENSSSCG00000008311,ENSSSCT00000009102,3,70572197,+
ENSSSCG00000008312,ENSSSCT00000009103,3,71246845,-
ENSSSCG00000008314,ENSSSCT00000009105,3,71591845,-
ENSSSCG00000008316,ENSSSCT00000055872,3,71511385,-
ENSSSCG00000008317,ENSSSCT00000009108,3,71540380,+
ENSSSCG00000008318,ENSSSCT00000009109,3,71622444,-
ENSSSCG00000008319,ENSSSCT00000073207,3,71668223,+
ENSSSCG00000008321,ENSSSCT00000009112,3,71709681,+
ENSSSCG00000008326,ENSSSCT00000009118,3,71948137,+
ENSSSCG00000008332,ENSSSCT00000009124,3,72289635,+
ENSSSCG00000008334,ENSSSCT00000009126,3,72545247,-
ENSSSCG00000008335,ENSSSCT00000009127,3,72619678,-
ENSSSCG00000008336,ENSSSCT00000009128,3,72694212,-
ENSSSCG00000008337,ENSSSCT00000074048,3,72794158,+
ENSSSCG00000008339,ENSSSCT00000047585,3,73037453,+
ENSSSCG00000008340,ENSSSCT00000099694,3,73398379,-
ENSSSCG00000008344,ENSSSCT00000039146,3,73649411,-
ENSSSCG00000008346,ENSSSCT00000064073,3,73831035,-
ENSSSCG00000008347,ENSSSCT00000009141,3,73831336,+
ENSSSCG00000008348,ENSSSCT00000085992,3,73898353,-
ENSSSCG00000008352,ENSSSCT00000043700,3,74084789,-
ENSSSCG00000008353,ENSSSCT00000009147,3,74085227,+
ENSSSCG00000008357,ENSSSCT00000009151,3,76523589,+
ENSSSCG00000008358,ENSSSCT00000104160,3,76721709,-
ENSSSCG00000008359,ENSSSCT00000009153,3,76837474,+
ENSSSCG00000008360,ENSSSCT00000058150,3,76901117,-
ENSSSCG00000008363,ENSSSCT00000022299,3,77421757,-
ENSSSCG00000008368,ENSSSCT00000063992,3,78031154,-
ENSSSCG00000008372,ENSSSCT00000052845,3,79257760,-
ENSSSCG00000008374,ENSSSCT00000009169,3,79688050,-
ENSSSCG00000008376,ENSSSCT00000009171,3,79913975,-
ENSSSCG00000008377,ENSSSCT00000009172,3,79924507,+
ENSSSCG00000008378,ENSSSCT00000009173,3,79952844,+
ENSSSCG00000008383,ENSSSCT00000044873,3,80615936,-
ENSSSCG00000008384,ENSSSCT00000023977,3,80629202,-
ENSSSCG00000008385,ENSSSCT00000009182,3,80799208,+
ENSSSCG00000008386,ENSSSCT00000042064,3,80746252,-
ENSSSCG00000008388,ENSSSCT00000054060,3,80911939,-
ENSSSCG00000008389,ENSSSCT00000054449,3,81025293,-
ENSSSCG00000008392,ENSSSCT00000046105,3,81197578,+
ENSSSCG00000008394,ENSSSCT00000009191,3,83337264,+
ENSSSCG00000008395,ENSSSCT00000042538,3,83536980,-
ENSSSCG00000008396,ENSSSCT00000058480,3,85165587,-
ENSSSCG00000008397,ENSSSCT00000039493,3,85407709,+
ENSSSCG00000008398,ENSSSCT00000009195,3,85650068,+
ENSSSCG00000008400,ENSSSCT00000009197,3,85742436,-
ENSSSCG00000008402,ENSSSCT00000009199,3,85992634,+
ENSSSCG00000008404,ENSSSCT00000100365,3,85955872,+
ENSSSCG00000008406,ENSSSCT00000054757,3,85811145,+
ENSSSCG00000008410,ENSSSCT00000009209,3,86922185,-
ENSSSCG00000008412,ENSSSCT00000064222,3,87231755,+
ENSSSCG00000008413,ENSSSCT00000048891,3,87341345,+
ENSSSCG00000008414,ENSSSCT00000052448,3,87389515,-
ENSSSCG00000008415,ENSSSCT00000107068,3,87389873,+
ENSSSCG00000008421,ENSSSCT00000009222,3,91964415,+
ENSSSCG00000008423,ENSSSCT00000075502,3,92227708,-
ENSSSCG00000008428,ENSSSCT00000009231,3,93163585,-
ENSSSCG00000008429,ENSSSCT00000061463,3,93185593,-
ENSSSCG00000008433,ENSSSCT00000009234,3,93372045,+
ENSSSCG00000008434,ENSSSCT00000073293,3,93591941,-
ENSSSCG00000008437,ENSSSCT00000074569,3,93925843,-
ENSSSCG00000008440,ENSSSCT00000009241,3,93925881,+
ENSSSCG00000008443,ENSSSCT00000009245,3,94254079,-
ENSSSCG00000008444,ENSSSCT00000009246,3,94866306,-
ENSSSCG00000008445,ENSSSCT00000046422,3,94909149,+
ENSSSCG00000008446,ENSSSCT00000009248,3,95459945,+
ENSSSCG00000008447,ENSSSCT00000009249,3,96092078,-
ENSSSCG00000008448,ENSSSCT00000009250,3,96092334,+
ENSSSCG00000008449,ENSSSCT00000009251,3,96215454,-
ENSSSCG00000008451,ENSSSCT00000072554,3,96317247,-
ENSSSCG00000008452,ENSSSCT00000009254,3,96474549,+
ENSSSCG00000008453,ENSSSCT00000069275,3,96616229,-
ENSSSCG00000008456,ENSSSCT00000032161,3,96833410,-
ENSSSCG00000008459,ENSSSCT00000009261,3,96872157,+
ENSSSCG00000008464,ENSSSCT00000024310,3,97782863,-
ENSSSCG00000008465,ENSSSCT00000009267,3,97830678,+
ENSSSCG00000008466,ENSSSCT00000076159,3,97976228,+
ENSSSCG00000008467,ENSSSCT00000009269,3,98106159,-
ENSSSCG00000008468,ENSSSCT00000009270,3,98268553,-
ENSSSCG00000008470,ENSSSCT00000087068,3,100557169,+
ENSSSCG00000008475,ENSSSCT00000038995,3,100887143,+
ENSSSCG00000008478,ENSSSCT00000039269,3,101209641,+
ENSSSCG00000008479,ENSSSCT00000027140,3,101458930,+
ENSSSCG00000008480,ENSSSCT00000081472,3,101458809,-
ENSSSCG00000008482,ENSSSCT00000065584,3,101571717,-
ENSSSCG00000008484,ENSSSCT00000043058,3,101603707,+
ENSSSCG00000008486,ENSSSCT00000066917,3,101682852,-
ENSSSCG00000008487,ENSSSCT00000103972,3,102008897,+
ENSSSCG00000008488,ENSSSCT00000009290,3,102306515,-
ENSSSCG00000008491,ENSSSCT00000009293,3,102823026,-
ENSSSCG00000008493,ENSSSCT00000099729,3,102964240,+
ENSSSCG00000008494,ENSSSCT00000076787,3,102964165,-
ENSSSCG00000008496,ENSSSCT00000050794,3,103041224,+
ENSSSCG00000008497,ENSSSCT00000074828,3,103119512,-
ENSSSCG00000008498,ENSSSCT00000037227,3,103112058,+
ENSSSCG00000008499,ENSSSCT00000009301,3,103249884,+
ENSSSCG00000008501,ENSSSCT00000023727,3,103492964,-
ENSSSCG00000008503,ENSSSCT00000039287,3,103566228,+
ENSSSCG00000008504,ENSSSCT00000009306,3,103815556,-
ENSSSCG00000008508,ENSSSCT00000009310,3,106061572,+
ENSSSCG00000008509,ENSSSCT00000009311,3,106213728,-
ENSSSCG00000008510,ENSSSCT00000062018,3,106724737,-
ENSSSCG00000008512,ENSSSCT00000009315,3,106999102,-
ENSSSCG00000008513,ENSSSCT00000107131,3,107269477,-
ENSSSCG00000008515,ENSSSCT00000009319,3,107542096,+
ENSSSCG00000008516,ENSSSCT00000009320,3,107520642,+
ENSSSCG00000008517,ENSSSCT00000077952,3,107508926,-
ENSSSCG00000008518,ENSSSCT00000038324,3,107426305,-
ENSSSCG00000008521,ENSSSCT00000009325,3,107840200,+
ENSSSCG00000008522,ENSSSCT00000009326,3,107987126,+
ENSSSCG00000008524,ENSSSCT00000009328,3,108223996,+
ENSSSCG00000008529,ENSSSCT00000057577,3,109183789,-
ENSSSCG00000008534,ENSSSCT00000023075,3,110365062,-
ENSSSCG00000008535,ENSSSCT00000059137,3,110181127,-
ENSSSCG00000008538,ENSSSCT00000009342,3,110433572,-
ENSSSCG00000008540,ENSSSCT00000102642,3,110474883,-
ENSSSCG00000008545,ENSSSCT00000042327,3,111605793,-
ENSSSCG00000008546,ENSSSCT00000087924,3,111572692,-
ENSSSCG00000008548,ENSSSCT00000009353,3,111531689,+
ENSSSCG00000008549,ENSSSCT00000009354,3,111531625,-
ENSSSCG00000008550,ENSSSCT00000049034,3,111922848,+
ENSSSCG00000008553,ENSSSCT00000009358,3,111992391,+
ENSSSCG00000008554,ENSSSCT00000009359,3,112002132,-
ENSSSCG00000008555,ENSSSCT00000009360,3,112006628,+
ENSSSCG00000008556,ENSSSCT00000092177,3,112031620,-
ENSSSCG00000008557,ENSSSCT00000067119,3,112046429,-
ENSSSCG00000008558,ENSSSCT00000054355,3,112066977,-
ENSSSCG00000008559,ENSSSCT00000068840,3,112080682,-
ENSSSCG00000008560,ENSSSCT00000009365,3,112252968,-
ENSSSCG00000008562,ENSSSCT00000009367,3,112296865,-
ENSSSCG00000008563,ENSSSCT00000009368,3,112359212,-
ENSSSCG00000008564,ENSSSCT00000009370,3,112406908,+
ENSSSCG00000008565,ENSSSCT00000009371,3,112474437,-
ENSSSCG00000008568,ENSSSCT00000009374,3,112621623,-
ENSSSCG00000008569,ENSSSCT00000042800,3,112753086,-
ENSSSCG00000008570,ENSSSCT00000028489,3,112671204,+
ENSSSCG00000008571,ENSSSCT00000009377,3,112752865,+
ENSSSCG00000008573,ENSSSCT00000086403,3,112924207,-
ENSSSCG00000008574,ENSSSCT00000051404,3,112966804,+
ENSSSCG00000008575,ENSSSCT00000062944,3,113134804,+
ENSSSCG00000008576,ENSSSCT00000054168,3,113229200,+
ENSSSCG00000008577,ENSSSCT00000045473,3,113816772,+
ENSSSCG00000008578,ENSSSCT00000051123,3,113876339,+
ENSSSCG00000008581,ENSSSCT00000039793,3,114250298,-
ENSSSCG00000008582,ENSSSCT00000066035,3,114537372,-
ENSSSCG00000008583,ENSSSCT00000101390,3,114363529,+
ENSSSCG00000008584,ENSSSCT00000037752,3,114577956,-
ENSSSCG00000008585,ENSSSCT00000009395,3,114578199,+
ENSSSCG00000008586,ENSSSCT00000009396,3,114600224,+
ENSSSCG00000008587,ENSSSCT00000009397,3,114605971,+
ENSSSCG00000008589,ENSSSCT00000042408,3,114636283,+
ENSSSCG00000008590,ENSSSCT00000009400,3,114672018,-
ENSSSCG00000008591,ENSSSCT00000066132,3,114722321,+
ENSSSCG00000008593,ENSSSCT00000044456,3,115177466,-
ENSSSCG00000008595,ENSSSCT00000037331,3,117275981,+
ENSSSCG00000008599,ENSSSCT00000009410,3,117807115,-
ENSSSCG00000008600,ENSSSCT00000043465,3,117883673,+
ENSSSCG00000008601,ENSSSCT00000033465,3,117987557,+
ENSSSCG00000008602,ENSSSCT00000029794,3,118152587,+
ENSSSCG00000008604,ENSSSCT00000051533,3,118209139,+
ENSSSCG00000008607,ENSSSCT00000009418,3,119431230,+
ENSSSCG00000008608,ENSSSCT00000009419,3,119453995,+
ENSSSCG00000008613,ENSSSCT00000044071,3,120097056,-
ENSSSCG00000008614,ENSSSCT00000009425,3,120097656,+
ENSSSCG00000008615,ENSSSCT00000009426,3,120288143,-
ENSSSCG00000008617,ENSSSCT00000104776,3,120994987,+
ENSSSCG00000008618,ENSSSCT00000009429,3,121549046,-
ENSSSCG00000008619,ENSSSCT00000099395,3,121856562,-
ENSSSCG00000008621,ENSSSCT00000104271,3,121882744,+
ENSSSCG00000008624,ENSSSCT00000024626,3,125003137,-
ENSSSCG00000008625,ENSSSCT00000009436,3,125083396,+
ENSSSCG00000008629,ENSSSCT00000090285,3,125410035,+
ENSSSCG00000008631,ENSSSCT00000009443,3,125507239,-
ENSSSCG00000008633,ENSSSCT00000076918,3,125751978,+
ENSSSCG00000008634,ENSSSCT00000009446,3,125825129,-
ENSSSCG00000008635,ENSSSCT00000061079,3,125861432,+
ENSSSCG00000008637,ENSSSCT00000009449,3,126586274,-
ENSSSCG00000008638,ENSSSCT00000083637,3,126738862,+
ENSSSCG00000008640,ENSSSCT00000039242,3,126865731,-
ENSSSCG00000008641,ENSSSCT00000033196,3,126795426,+
ENSSSCG00000008642,ENSSSCT00000074471,3,127029332,-
ENSSSCG00000008644,ENSSSCT00000061190,3,127382611,+
ENSSSCG00000008645,ENSSSCT00000009458,3,127503257,-
ENSSSCG00000008646,ENSSSCT00000052476,3,128805483,-
ENSSSCG00000008647,ENSSSCT00000088701,3,128903616,+
ENSSSCG00000008648,ENSSSCT00000009461,3,128897815,-
ENSSSCG00000008651,ENSSSCT00000009464,3,131194949,-
ENSSSCG00000008659,ENSSSCT00000104145,3,132684667,-
ENSSSCG00000008661,ENSSSCT00000009477,3,57247624,+
ENSSSCG00000008664,ENSSSCT00000086968,3,122731791,-
ENSSSCG00000008668,ENSSSCT00000009485,3,4439945,-
ENSSSCG00000008675,ENSSSCT00000009492,8,926509,-
ENSSSCG00000008677,ENSSSCT00000040762,8,825806,+
ENSSSCG00000008678,ENSSSCT00000009495,8,826192,-
ENSSSCG00000008681,ENSSSCT00000091592,8,1039134,-
ENSSSCG00000008682,ENSSSCT00000009499,8,965353,+
ENSSSCG00000008687,ENSSSCT00000027138,8,1216725,-
ENSSSCG00000008689,ENSSSCT00000009506,8,1261574,-
ENSSSCG00000008690,ENSSSCT00000063499,8,1353658,+
ENSSSCG00000008691,ENSSSCT00000009509,8,1554683,-
ENSSSCG00000008692,ENSSSCT00000062367,8,1627062,+
ENSSSCG00000008693,ENSSSCT00000009511,8,1737902,-
ENSSSCG00000008694,ENSSSCT00000009512,8,1738482,+
ENSSSCG00000008695,ENSSSCT00000060788,8,1715760,-
ENSSSCG00000008697,ENSSSCT00000009515,8,1809785,+
ENSSSCG00000008698,ENSSSCT00000092030,8,1963308,+
ENSSSCG00000008700,ENSSSCT00000048729,8,2077176,+
ENSSSCG00000008701,ENSSSCT00000049518,8,2145647,-
ENSSSCG00000008709,ENSSSCT00000076466,8,4613985,+
ENSSSCG00000008710,ENSSSCT00000058612,8,4492389,+
ENSSSCG00000008712,ENSSSCT00000009531,8,4218823,+
ENSSSCG00000008720,ENSSSCT00000009540,8,2440876,+
ENSSSCG00000008721,ENSSSCT00000107103,8,2916775,+
ENSSSCG00000008722,ENSSSCT00000056810,8,2883958,-
ENSSSCG00000008723,ENSSSCT00000009543,8,2820184,-
ENSSSCG00000008724,ENSSSCT00000063782,8,2716944,+
ENSSSCG00000008725,ENSSSCT00000009545,8,5455671,+
ENSSSCG00000008727,ENSSSCT00000009547,8,5632607,-
ENSSSCG00000008728,ENSSSCT00000009548,8,6081309,-
ENSSSCG00000008729,ENSSSCT00000009549,8,6081368,+
ENSSSCG00000008735,ENSSSCT00000058998,8,9254485,-
ENSSSCG00000008737,ENSSSCT00000065130,8,10738389,+
ENSSSCG00000008738,ENSSSCT00000107737,8,10779334,+
ENSSSCG00000008740,ENSSSCT00000009562,8,10961306,-
ENSSSCG00000008741,ENSSSCT00000009563,8,11189241,-
ENSSSCG00000008742,ENSSSCT00000062525,8,11083682,+
ENSSSCG00000008745,ENSSSCT00000009568,8,11317213,-
ENSSSCG00000008747,ENSSSCT00000076207,8,12759641,+
ENSSSCG00000008748,ENSSSCT00000062828,8,12969126,-
ENSSSCG00000008749,ENSSSCT00000054198,8,14758335,+
ENSSSCG00000008750,ENSSSCT00000054129,8,15192031,+
ENSSSCG00000008753,ENSSSCT00000037721,8,16787296,-
ENSSSCG00000008754,ENSSSCT00000081411,8,16897288,+
ENSSSCG00000008756,ENSSSCT00000040511,8,18620883,-
ENSSSCG00000008758,ENSSSCT00000009582,8,19481198,+
ENSSSCG00000008761,ENSSSCT00000009586,8,20254765,+
ENSSSCG00000008762,ENSSSCT00000059551,8,20517587,+
ENSSSCG00000008765,ENSSSCT00000079445,8,23459475,+
ENSSSCG00000008768,ENSSSCT00000009593,8,27960542,-
ENSSSCG00000008769,ENSSSCT00000034680,8,28306251,+
ENSSSCG00000008770,ENSSSCT00000054199,8,28801568,+
ENSSSCG00000008771,ENSSSCT00000009596,8,29013082,+
ENSSSCG00000008772,ENSSSCT00000009597,8,29190565,-
ENSSSCG00000008773,ENSSSCT00000009598,8,29307685,+
ENSSSCG00000008785,ENSSSCT00000009611,8,30114635,+
ENSSSCG00000008787,ENSSSCT00000095415,8,30376438,+
ENSSSCG00000008788,ENSSSCT00000063047,8,30635867,-
ENSSSCG00000008789,ENSSSCT00000045695,8,30463928,+
ENSSSCG00000008792,ENSSSCT00000009619,8,31219397,+
ENSSSCG00000008794,ENSSSCT00000065187,8,31321196,+
ENSSSCG00000008796,ENSSSCT00000053630,8,31689664,-
ENSSSCG00000008799,ENSSSCT00000045571,8,32433318,+
ENSSSCG00000008801,ENSSSCT00000047773,8,33058618,+
ENSSSCG00000008802,ENSSSCT00000009631,8,33177814,-
ENSSSCG00000008803,ENSSSCT00000072839,8,33637839,-
ENSSSCG00000008804,ENSSSCT00000009634,8,33838400,+
ENSSSCG00000008807,ENSSSCT00000009637,8,35167622,+
ENSSSCG00000008808,ENSSSCT00000009638,8,35216206,-
ENSSSCG00000008809,ENSSSCT00000009639,8,36262430,-
ENSSSCG00000008812,ENSSSCT00000009642,8,37407711,+
ENSSSCG00000008813,ENSSSCT00000066048,8,37809761,-
ENSSSCG00000008816,ENSSSCT00000065602,8,37875478,-
ENSSSCG00000008819,ENSSSCT00000009649,8,38046933,-
ENSSSCG00000008820,ENSSSCT00000009650,8,38181874,-
ENSSSCG00000008821,ENSSSCT00000075155,8,38241598,+
ENSSSCG00000008823,ENSSSCT00000009653,8,38378872,+
ENSSSCG00000008824,ENSSSCT00000009654,8,38386643,+
ENSSSCG00000008826,ENSSSCT00000037122,8,38697205,-
ENSSSCG00000008829,ENSSSCT00000009663,8,38793216,-
ENSSSCG00000008830,ENSSSCT00000009664,8,38869138,+
ENSSSCG00000008831,ENSSSCT00000009666,8,38982680,+
ENSSSCG00000008832,ENSSSCT00000009667,8,39126800,-
ENSSSCG00000008834,ENSSSCT00000009670,8,39163088,+
ENSSSCG00000008835,ENSSSCT00000009671,8,39703423,+
ENSSSCG00000008836,ENSSSCT00000023167,8,40145887,-
ENSSSCG00000008838,ENSSSCT00000024521,8,40338338,-
ENSSSCG00000008840,ENSSSCT00000009677,8,40881552,+
ENSSSCG00000008841,ENSSSCT00000009678,8,40967493,+
ENSSSCG00000008842,ENSSSCT00000078263,8,41402273,+
ENSSSCG00000008844,ENSSSCT00000036588,8,41856336,-
ENSSSCG00000008845,ENSSSCT00000027269,8,42024370,+
ENSSSCG00000008850,ENSSSCT00000043439,8,42154635,-
ENSSSCG00000008852,ENSSSCT00000090922,8,42733864,-
ENSSSCG00000008853,ENSSSCT00000051942,8,43092692,-
ENSSSCG00000008854,ENSSSCT00000056425,8,43695628,-
ENSSSCG00000008857,ENSSSCT00000045796,8,43744713,-
ENSSSCG00000008858,ENSSSCT00000009698,8,43870923,-
ENSSSCG00000008866,ENSSSCT00000009706,8,44449333,+
ENSSSCG00000008867,ENSSSCT00000058051,8,44765200,-
ENSSSCG00000008868,ENSSSCT00000009708,8,44708746,+
ENSSSCG00000008869,ENSSSCT00000009709,8,44674650,-
ENSSSCG00000008870,ENSSSCT00000062155,8,44544179,+
ENSSSCG00000008873,ENSSSCT00000065640,8,47098718,-
ENSSSCG00000008874,ENSSSCT00000081073,8,47133711,+
ENSSSCG00000008875,ENSSSCT00000062837,8,47473788,+
ENSSSCG00000008877,ENSSSCT00000100151,8,47608772,+
ENSSSCG00000008878,ENSSSCT00000009719,8,47702748,-
ENSSSCG00000008881,ENSSSCT00000048354,8,48183696,+
ENSSSCG00000008887,ENSSSCT00000084672,8,52012927,-
ENSSSCG00000008888,ENSSSCT00000009731,8,52162328,-
ENSSSCG00000008889,ENSSSCT00000009732,8,52174434,+
ENSSSCG00000008890,ENSSSCT00000078258,8,52343233,+
ENSSSCG00000008898,ENSSSCT00000063895,8,55884064,-
ENSSSCG00000008899,ENSSSCT00000009743,8,55763239,+
ENSSSCG00000008900,ENSSSCT00000080112,8,55729116,+
ENSSSCG00000008901,ENSSSCT00000075971,8,55703859,+
ENSSSCG00000008902,ENSSSCT00000009749,8,55701077,-
ENSSSCG00000008903,ENSSSCT00000053953,8,55537546,+
ENSSSCG00000008908,ENSSSCT00000009754,8,54950062,-
ENSSSCG00000008909,ENSSSCT00000048864,8,54877777,-
ENSSSCG00000008913,ENSSSCT00000040094,8,56357822,-
ENSSSCG00000008919,ENSSSCT00000027663,8,63604734,-
ENSSSCG00000008921,ENSSSCT00000009769,8,65315713,-
ENSSSCG00000008923,ENSSSCT00000009771,8,65332522,+
ENSSSCG00000008924,ENSSSCT00000094420,8,65470864,-
ENSSSCG00000008926,ENSSSCT00000009774,8,65623801,-
ENSSSCG00000008927,ENSSSCT00000052889,8,65684002,-
ENSSSCG00000008929,ENSSSCT00000009777,8,65729849,-
ENSSSCG00000008930,ENSSSCT00000009778,8,65824013,-
ENSSSCG00000008932,ENSSSCT00000009780,8,65902436,-
ENSSSCG00000008935,ENSSSCT00000105852,8,65936103,-
ENSSSCG00000008936,ENSSSCT00000009788,8,67312972,+
ENSSSCG00000008937,ENSSSCT00000009789,8,67381137,+
ENSSSCG00000008938,ENSSSCT00000087970,8,67416469,+
ENSSSCG00000008940,ENSSSCT00000009793,8,67607689,-
ENSSSCG00000008942,ENSSSCT00000064534,8,67648043,+
ENSSSCG00000008943,ENSSSCT00000040526,8,67876509,+
ENSSSCG00000008947,ENSSSCT00000009801,8,69354894,-
ENSSSCG00000008948,ENSSSCT00000057761,8,69531487,+
ENSSSCG00000008949,ENSSSCT00000009803,8,69677690,+
ENSSSCG00000008950,ENSSSCT00000077270,8,69706896,+
ENSSSCG00000008952,ENSSSCT00000009806,8,69831364,-
ENSSSCG00000008953,ENSSSCT00000068386,8,69932643,+
ENSSSCG00000008957,ENSSSCT00000009811,8,70008162,+
ENSSSCG00000008959,ENSSSCT00000040395,8,70157214,+
