Gene ID	Representative Transcript ID	Chromosome	TSS	strand
ENSDARG00000026068	ENSDART00000149565	1	45663807	+
ENSDARG00000026070	ENSDART00000147886	18	27571448	+
ENSDARG00000026072	ENSDART00000039495	18	31105391	-
ENSDARG00000026081	ENSDART00000097459	13	47573405	+
ENSDARG00000026084	ENSDART00000038777	6	21678263	-
ENSDARG00000026086	ENSDART00000032326	6	46259950	+
ENSDARG00000026090	ENSDART00000105694	12	290815	-
ENSDARG00000026098	ENSDART00000126403	11	25430851	+
ENSDARG00000026109	ENSDART00000029930	6	38896158	+
ENSDARG00000026137	ENSDART00000173301	14	45306073	+
ENSDARG00000026149	ENSDART00000037119	15	28175638	+
ENSDARG00000026165	ENSDART00000003503	24	28893303	-
ENSDARG00000026166	ENSDART00000105215	17	12498219	-
ENSDARG00000026170	ENSDART00000109822	13	40692804	+
ENSDARG00000026178	ENSDART00000038036	16	4770266	+
ENSDARG00000026180	ENSDART00000175022	15	28262709	-
ENSDARG00000026183	ENSDART00000035670	22	17606863	+
ENSDARG00000026185	ENSDART00000036813	2	52049239	+
ENSDARG00000026198	ENSDART00000031165	10	5025696	+
ENSDARG00000026224	ENSDART00000142090	25	8447565	+
ENSDARG00000026225	ENSDART00000009499	13	13030851	-
ENSDARG00000026229	ENSDART00000147178	8	43053519	+
ENSDARG00000026236	ENSDART00000029708	21	34844316	-
ENSDARG00000026247	ENSDART00000143911	18	50275933	+
ENSDARG00000026248	ENSDART00000122074	23	42093537	-
ENSDARG00000026281	ENSDART00000031486	24	39518630	-
ENSDARG00000026294	ENSDART00000003932	12	9438227	-
ENSDARG00000026296	ENSDART00000137969	23	38159715	+
ENSDARG00000026322	ENSDART00000099320	10	36808348	-
ENSDARG00000026325	ENSDART00000077280	8	30797363	+
ENSDARG00000026329	ENSDART00000154077	24	28448387	+
ENSDARG00000026333	ENSDART00000034380	23	8989168	+
ENSDARG00000026335	ENSDART00000034432	17	45552631	-
ENSDARG00000026338	ENSDART00000028940	10	35257651	+
ENSDARG00000026348	ENSDART00000187907	23	36439961	-
ENSDARG00000026350	ENSDART00000039080	8	23578660	-
ENSDARG00000026359	ENSDART00000138563	13	22862133	-
ENSDARG00000026369	ENSDART00000034850	9	907459	+
ENSDARG00000026376	ENSDART00000045253	7	71486162	-
ENSDARG00000026383	ENSDART00000152220	1	57280585	-
ENSDARG00000026387	ENSDART00000029774	1	10318089	+
ENSDARG00000026395	ENSDART00000031752	18	15373620	-
ENSDARG00000026400	ENSDART00000128350	5	60885935	-
ENSDARG00000026403	ENSDART00000135985	10	24416471	-
ENSDARG00000026406	ENSDART00000032342	14	46410766	+
ENSDARG00000026444	ENSDART00000032963	24	21989406	-
ENSDARG00000026448	ENSDART00000033904	15	15232855	+
ENSDARG00000026453	ENSDART00000115022	3	15668433	-
ENSDARG00000026454	ENSDART00000033923	5	58996324	-
ENSDARG00000026473	ENSDART00000036124	20	20499869	+
ENSDARG00000026476	ENSDART00000003957	5	24517768	-
ENSDARG00000026482	ENSDART00000158440	12	26621906	+
ENSDARG00000026484	ENSDART00000049462	20	28800999	-
ENSDARG00000026489	ENSDART00000038330	1	54972236	-
ENSDARG00000026499	ENSDART00000063551	10	32683089	+
ENSDARG00000026500	ENSDART00000130825	24	14212521	-
ENSDARG00000026505	ENSDART00000183876	7	3489195	+
ENSDARG00000026513	ENSDART00000025966	12	27127139	+
ENSDARG00000026519	ENSDART00000037420	20	16156419	-
ENSDARG00000026531	ENSDART00000188436	10	28835812	-
ENSDARG00000026540	ENSDART00000035693	23	10805188	+
ENSDARG00000026548	ENSDART00000048281	1	49932040	-
ENSDARG00000026577	ENSDART00000036581	11	3308569	-
ENSDARG00000026582	ENSDART00000036235	5	31860043	+
ENSDARG00000026595	ENSDART00000031470	21	39423974	+
ENSDARG00000026599	ENSDART00000031700	7	40993456	-
ENSDARG00000026611	ENSDART00000037904	12	34273240	+
ENSDARG00000026616	ENSDART00000031640	14	46198373	-
ENSDARG00000026629	ENSDART00000143267	20	26822550	-
ENSDARG00000026630	ENSDART00000026213	20	43917647	-
ENSDARG00000026634	ENSDART00000123047	21	14692119	-
ENSDARG00000026635	ENSDART00000036369	9	45680802	+
ENSDARG00000026654	ENSDART00000100746	15	24795536	+
ENSDARG00000026655	ENSDART00000032603	6	40583253	-
ENSDARG00000026663	ENSDART00000189854	16	22729491	-
ENSDARG00000026664	ENSDART00000132249	18	14693682	+
ENSDARG00000026680	ENSDART00000139178	21	38619305	-
ENSDARG00000026682	ENSDART00000035779	14	38889840	-
ENSDARG00000026701	ENSDART00000032390	25	3217115	-
ENSDARG00000026704	ENSDART00000099302	15	41756507	-
ENSDARG00000026712	ENSDART00000034536	3	17615599	+
ENSDARG00000026723	ENSDART00000154503	17	50261603	+
ENSDARG00000026726	ENSDART00000031665	5	25583125	-
ENSDARG00000026736	ENSDART00000030976	10	13396720	-
ENSDARG00000026753	ENSDART00000156760	15	22722684	+
ENSDARG00000026762	ENSDART00000033132	19	2602903	+
ENSDARG00000026764	ENSDART00000028565	22	37874691	+
ENSDARG00000026766	ENSDART00000122377	18	39106722	+
ENSDARG00000026767	ENSDART00000037709	6	23002373	-
ENSDARG00000026771	ENSDART00000033024	1	30422143	+
ENSDARG00000026784	ENSDART00000097134	15	39820491	-
ENSDARG00000026796	ENSDART00000142653	20	32112818	-
ENSDARG00000026799	ENSDART00000038955	8	23395469	+
ENSDARG00000026801	ENSDART00000142457	24	13017586	+
ENSDARG00000026806	ENSDART00000039498	23	32392461	+
ENSDARG00000026811	ENSDART00000148892	20	50014936	-
ENSDARG00000026820	ENSDART00000145907	5	38161033	-
ENSDARG00000026829	ENSDART00000032151	18	13203831	+
ENSDARG00000026834	ENSDART00000035878	3	59981476	-
ENSDARG00000026835	ENSDART00000180597	16	47428721	+
ENSDARG00000026839	ENSDART00000032460	4	1757462	+
ENSDARG00000026840	ENSDART00000147422	12	15477111	+
ENSDARG00000026842	ENSDART00000034218	7	24069421	+
ENSDARG00000026845	ENSDART00000177931	8	14183265	-
ENSDARG00000026862	ENSDART00000146202	7	36467796	+
ENSDARG00000026865	ENSDART00000114024	18	12327478	-
ENSDARG00000026871	ENSDART00000036797	1	22652424	-
ENSDARG00000026875	ENSDART00000157168	3	21062751	-
ENSDARG00000026882	ENSDART00000102520	11	14199802	+
ENSDARG00000026892	ENSDART00000034541	13	50247689	-
ENSDARG00000026895	ENSDART00000031875	23	37575030	-
ENSDARG00000026902	ENSDART00000036783	1	47091468	+
ENSDARG00000026904	ENSDART00000036318	2	37875789	+
ENSDARG00000026907	ENSDART00000031638	23	33361425	-
ENSDARG00000026908	ENSDART00000037183	10	3427630	-
ENSDARG00000026925	ENSDART00000130355	5	43782267	+
ENSDARG00000026926	ENSDART00000105461	14	45675306	+
ENSDARG00000026941	ENSDART00000137936	16	32582798	-
ENSDARG00000026967	ENSDART00000033871	15	8767650	+
ENSDARG00000026972	ENSDART00000114085	2	38992304	-
ENSDARG00000026979	ENSDART00000139066	5	64883099	-
ENSDARG00000026985	ENSDART00000179756	11	33612433	-
ENSDARG00000026986	ENSDART00000079618	8	20455134	+
ENSDARG00000026988	ENSDART00000132253	8	10339869	+
ENSDARG00000026990	ENSDART00000039174	2	36646451	+
ENSDARG00000027009	ENSDART00000126470	19	40861853	+
ENSDARG00000027016	ENSDART00000146592	13	7575563	+
ENSDARG00000027017	ENSDART00000025644	20	13175379	+
ENSDARG00000027041	ENSDART00000155592	11	32723851	-
ENSDARG00000027046	ENSDART00000033817	20	34028969	-
ENSDARG00000027063	ENSDART00000033713	3	40809011	+
ENSDARG00000027065	ENSDART00000037017	11	34824099	+
ENSDARG00000027070	ENSDART00000038032	12	15620090	-
ENSDARG00000027078	ENSDART00000037036	1	6161930	+
ENSDARG00000027079	ENSDART00000038651	9	12034444	-
ENSDARG00000027082	ENSDART00000030835	17	16324565	-
ENSDARG00000027088	ENSDART00000039267	24	17029374	-
ENSDARG00000027099	ENSDART00000034078	16	41805240	-
ENSDARG00000027109	ENSDART00000074789	5	41142768	-
ENSDARG00000027112	ENSDART00000097644	23	44349252	+
ENSDARG00000027129	ENSDART00000185080	10	31222433	+
ENSDARG00000027131	ENSDART00000030794	11	30352333	-
ENSDARG00000027141	ENSDART00000099602	5	13353811	-
ENSDARG00000027143	ENSDART00000029252	1	52659548	-
ENSDARG00000027153	ENSDART00000048430	10	35410518	-
ENSDARG00000027154	ENSDART00000028946	8	23194212	+
ENSDARG00000027169	ENSDART00000036906	10	25217347	-
ENSDARG00000027172	ENSDART00000101150	13	23956361	-
ENSDARG00000027182	ENSDART00000039466	3	32671146	+
ENSDARG00000027183	ENSDART00000037894	11	19775182	-
ENSDARG00000027187	ENSDART00000140290	3	32681274	+
ENSDARG00000027192	ENSDART00000039325	19	9186175	+
ENSDARG00000027196	ENSDART00000029262	3	32689707	+
ENSDARG00000027199	ENSDART00000181541	1	35916247	-
ENSDARG00000027200	ENSDART00000039485	25	34845302	-
ENSDARG00000027222	ENSDART00000148822	7	28696556	-
ENSDARG00000027234	ENSDART00000038923	9	21383489	-
ENSDARG00000027236	ENSDART00000150080	11	30244411	+
ENSDARG00000027249	ENSDART00000033188	4	16545085	-
ENSDARG00000027279	ENSDART00000103350	17	51893123	-
ENSDARG00000027316	ENSDART00000034441	4	16725960	+
ENSDARG00000027322	ENSDART00000188398	7	31922432	-
ENSDARG00000027345	ENSDART00000031719	5	37959874	-
ENSDARG00000027353	ENSDART00000133469	9	21460164	-
ENSDARG00000027355	ENSDART00000030665	1	17676745	+
ENSDARG00000027357	ENSDART00000035759	3	32832042	+
ENSDARG00000027360	ENSDART00000134693	3	5575313	+
ENSDARG00000027381	ENSDART00000189861	23	45319592	-
ENSDARG00000027391	ENSDART00000140101	22	547760	-
ENSDARG00000027394	ENSDART00000126565	7	32722227	+
ENSDARG00000027397	ENSDART00000033316	7	5375214	-
ENSDARG00000027403	ENSDART00000190410	11	12860260	+
ENSDARG00000027418	ENSDART00000033411	15	9321970	-
ENSDARG00000027419	ENSDART00000122348	6	3827751	+
ENSDARG00000027423	ENSDART00000010189	18	21047580	-
ENSDARG00000027424	ENSDART00000164570	4	16853474	-
ENSDARG00000027428	ENSDART00000037601	12	16452200	-
ENSDARG00000027461	ENSDART00000035531	3	18050667	+
ENSDARG00000027465	ENSDART00000037541	17	7818991	-
ENSDARG00000027469	ENSDART00000020376	3	18047150	-
ENSDARG00000027472	ENSDART00000144387	13	37273010	+
ENSDARG00000027491	ENSDART00000105309	12	48674381	+
ENSDARG00000027495	ENSDART00000056328	23	40410644	+
ENSDARG00000027500	ENSDART00000147004	24	20152965	-
ENSDARG00000027501	ENSDART00000006021	5	33301005	+
ENSDARG00000027529	ENSDART00000179982	3	26017831	-
ENSDARG00000027538	ENSDART00000062109	17	45164291	-
ENSDARG00000027547	ENSDART00000139948	2	57891504	-
ENSDARG00000027552	ENSDART00000030213	5	13167120	-
ENSDARG00000027564	ENSDART00000103775	17	2162916	+
ENSDARG00000027572	ENSDART00000057879	1	31706668	+
ENSDARG00000027582	ENSDART00000038790	8	46217861	+
ENSDARG00000027584	ENSDART00000145415	2	26647472	+
ENSDARG00000027586	ENSDART00000030553	5	13251907	-
ENSDARG00000027589	ENSDART00000039280	6	9707599	-
ENSDARG00000027590	ENSDART00000130603	2	22592139	+
ENSDARG00000027595	ENSDART00000146972	18	41527877	+
ENSDARG00000027599	ENSDART00000148179	19	20163197	-
ENSDARG00000027600	ENSDART00000169779	10	1276046	-
ENSDARG00000027602	ENSDART00000124704	15	45994123	+
ENSDARG00000027609	ENSDART00000044097	16	45288599	-
ENSDARG00000027611	ENSDART00000182407	9	24244383	-
ENSDARG00000027612	ENSDART00000051712	19	43969363	+
ENSDARG00000027618	ENSDART00000180016	22	31207226	+
ENSDARG00000027620	ENSDART00000002221	5	26121393	+
ENSDARG00000027638	ENSDART00000167973	10	19011934	-
ENSDARG00000027639	ENSDART00000029122	10	21545091	-
ENSDARG00000027649	ENSDART00000040292	20	29633507	-
ENSDARG00000027657	ENSDART00000133649	24	24849091	-
ENSDARG00000027658	ENSDART00000030643	23	642001	+
ENSDARG00000027687	ENSDART00000038674	10	19017146	+
ENSDARG00000027689	ENSDART00000055859	3	16719244	-
ENSDARG00000027699	ENSDART00000182673	8	3413139	-
ENSDARG00000027710	ENSDART00000149713	12	11649690	-
ENSDARG00000027734	ENSDART00000075515	20	28884829	-
ENSDARG00000027738	ENSDART00000180225	19	42047427	+
ENSDARG00000027740	ENSDART00000060812	2	31302619	-
ENSDARG00000027744	ENSDART00000036939	11	6456146	+
ENSDARG00000027749	ENSDART00000037906	3	15210491	-
ENSDARG00000027750	ENSDART00000174702	5	29159777	+
ENSDARG00000027797	ENSDART00000145332	23	26888217	-
ENSDARG00000027799	ENSDART00000037997	4	7841627	+
ENSDARG00000027803	ENSDART00000150104	15	1891689	+
ENSDARG00000027813	ENSDART00000034054	20	42241456	-
ENSDARG00000027822	ENSDART00000032368	9	6208067	-
ENSDARG00000027825	ENSDART00000183849	24	21174523	+
ENSDARG00000027826	ENSDART00000137156	1	32341484	+
ENSDARG00000027828	ENSDART00000041869	21	11468642	+
ENSDARG00000027851	ENSDART00000028542	24	21092156	+
ENSDARG00000027867	ENSDART00000191205	17	51195651	-
ENSDARG00000027887	ENSDART00000042588	13	43639867	+
ENSDARG00000027899	ENSDART00000038038	19	41405187	-
ENSDARG00000027903	ENSDART00000178723	7	12464412	-
ENSDARG00000027907	ENSDART00000038118	7	24193080	-
ENSDARG00000027915	ENSDART00000035409	24	22756508	-
ENSDARG00000027916	ENSDART00000188526	20	28803642	+
ENSDARG00000027930	ENSDART00000038157	20	52314299	-
ENSDARG00000027933	ENSDART00000029255	8	18044257	+
ENSDARG00000027938	ENSDART00000038163	6	41808673	+
ENSDARG00000027940	ENSDART00000153153	20	33532296	+
ENSDARG00000027957	ENSDART00000028390	2	5620742	+
ENSDARG00000027963	ENSDART00000154333	6	42545797	+
ENSDARG00000027966	ENSDART00000038228	2	47620806	-
ENSDARG00000027978	ENSDART00000148632	20	54435287	-
ENSDARG00000027984	ENSDART00000157338	17	45106424	+
ENSDARG00000027986	ENSDART00000145219	2	5793908	+
ENSDARG00000027992	ENSDART00000035428	9	21148318	+
ENSDARG00000028000	ENSDART00000182959	24	3963684	+
ENSDARG00000028012	ENSDART00000138909	19	47299166	+
ENSDARG00000028017	ENSDART00000038294	16	40560622	+
ENSDARG00000028027	ENSDART00000038133	6	15653494	-
ENSDARG00000028048	ENSDART00000032788	3	53722182	-
ENSDARG00000028053	ENSDART00000190510	10	40939706	-
ENSDARG00000028058	ENSDART00000180847	7	48738807	-
ENSDARG00000028066	ENSDART00000031937	11	7324704	+
ENSDARG00000028067	ENSDART00000030205	10	18911152	+
ENSDARG00000028071	ENSDART00000181145	8	51293301	-
ENSDARG00000028082	ENSDART00000145966	5	69571572	-
ENSDARG00000028086	ENSDART00000078093	20	26394324	+
ENSDARG00000028087	ENSDART00000178543	5	69621227	-
ENSDARG00000028088	ENSDART00000030566	12	33805366	-
ENSDARG00000028096	ENSDART00000038401	10	15048781	-
ENSDARG00000028098	ENSDART00000034740	8	13503377	+
ENSDARG00000028099	ENSDART00000144214	10	10210455	+
ENSDARG00000028106	ENSDART00000134469	21	11776328	+
ENSDARG00000028119	ENSDART00000035905	6	11073880	-
ENSDARG00000028131	ENSDART00000191478	2	15031858	-
ENSDARG00000028148	ENSDART00000076998	13	29770837	+
ENSDARG00000028159	ENSDART00000125925	25	16356083	+
ENSDARG00000028163	ENSDART00000143901	20	34029820	+
ENSDARG00000028164	ENSDART00000136663	24	20916751	+
ENSDARG00000028173	ENSDART00000041319	2	32457923	-
ENSDARG00000028198	ENSDART00000026578	24	35534273	-
ENSDARG00000028201	ENSDART00000141606	13	12389748	-
ENSDARG00000028222	ENSDART00000136138	19	2275019	+
ENSDARG00000028228	ENSDART00000169895	13	11436130	+
ENSDARG00000028257	ENSDART00000035742	21	16114061	-
ENSDARG00000028259	ENSDART00000192324	15	20839399	-
ENSDARG00000028275	ENSDART00000038924	8	46509194	-
ENSDARG00000028276	ENSDART00000037250	1	55002583	+
ENSDARG00000028295	ENSDART00000104346	8	23725957	+
ENSDARG00000028306	ENSDART00000121861	11	3334250	-
ENSDARG00000028321	ENSDART00000030133	13	36566260	-
ENSDARG00000028327	ENSDART00000030211	13	36585399	+
ENSDARG00000028333	ENSDART00000053357	7	17255705	+
ENSDARG00000028335	ENSDART00000028885	23	3759692	-
ENSDARG00000028336	ENSDART00000032392	18	977075	-
ENSDARG00000028346	ENSDART00000030444	5	11840905	+
ENSDARG00000028348	ENSDART00000015843	15	42206890	-
ENSDARG00000028354	ENSDART00000160480	20	9828769	+
ENSDARG00000028367	ENSDART00000037797	16	45001842	-
ENSDARG00000028379	ENSDART00000134293	6	41028698	-
ENSDARG00000028386	ENSDART00000035558	7	17096281	+
ENSDARG00000028389	ENSDART00000151592	6	41079209	-
ENSDARG00000028396	ENSDART00000028373	6	41096058	+
ENSDARG00000028401	ENSDART00000122098	5	36597636	-
ENSDARG00000028431	ENSDART00000193204	19	20787179	+
ENSDARG00000028442	ENSDART00000029553	6	41446541	+
ENSDARG00000028448	ENSDART00000169965	23	6982986	-
ENSDARG00000028475	ENSDART00000045185	20	43691238	+
ENSDARG00000028478	ENSDART00000036057	6	39499623	+
ENSDARG00000028485	ENSDART00000043801	3	15296824	+
ENSDARG00000028507	ENSDART00000029308	8	13106760	+
ENSDARG00000028517	ENSDART00000186737	25	3470910	-
ENSDARG00000028523	ENSDART00000039145	10	11323134	-
ENSDARG00000028533	ENSDART00000146394	19	35340027	-
ENSDARG00000028539	ENSDART00000037973	25	3745393	-
ENSDARG00000028541	ENSDART00000036871	20	7128713	-
ENSDARG00000028542	ENSDART00000029719	5	24128908	+
ENSDARG00000028546	ENSDART00000036927	6	13206516	+
ENSDARG00000028552	ENSDART00000022823	11	14147913	+
ENSDARG00000028559	ENSDART00000039187	10	42519773	-
ENSDARG00000028581	ENSDART00000039438	17	14451718	-
ENSDARG00000028614	ENSDART00000034979	14	31562795	-
ENSDARG00000028618	ENSDART00000028260	6	39360377	+
ENSDARG00000028625	ENSDART00000043429	23	35756115	-
ENSDARG00000028661	ENSDART00000184491	10	13772861	-
ENSDARG00000028664	ENSDART00000029781	20	26966725	+
ENSDARG00000028676	ENSDART00000155751	25	5963535	-
ENSDARG00000028688	ENSDART00000149195	5	72137331	+
ENSDARG00000028699	ENSDART00000036172	21	18950575	+
ENSDARG00000028715	ENSDART00000059035	16	28270037	+
ENSDARG00000028721	ENSDART00000132768	11	2710530	+
ENSDARG00000028725	ENSDART00000030938	8	5024468	+
ENSDARG00000028731	ENSDART00000186270	9	41156287	+
ENSDARG00000028740	ENSDART00000122485	14	9287683	+
ENSDARG00000028748	ENSDART00000041609	13	9875538	-
ENSDARG00000028780	ENSDART00000123168	21	19517492	+
ENSDARG00000028784	ENSDART00000099375	15	38299563	+
ENSDARG00000028786	ENSDART00000154401	3	41726360	+
ENSDARG00000028793	ENSDART00000123937	15	30157602	+
ENSDARG00000028804	ENSDART00000049399	17	29276544	+
ENSDARG00000028815	ENSDART00000099586	7	30272871	-
ENSDARG00000028816	ENSDART00000046689	7	30177691	-
ENSDARG00000028824	ENSDART00000041988	14	853176	-
ENSDARG00000028845	ENSDART00000131471	19	40826024	-
ENSDARG00000028848	ENSDART00000043190	3	22984098	+
ENSDARG00000028850	ENSDART00000141508	15	18209672	-
ENSDARG00000028862	ENSDART00000155761	6	46474483	-
ENSDARG00000028878	ENSDART00000046127	2	21229909	+
ENSDARG00000028889	ENSDART00000041842	3	18410968	-
ENSDARG00000028894	ENSDART00000042469	23	15916391	-
ENSDARG00000028896	ENSDART00000139411	22	21549419	+
ENSDARG00000028899	ENSDART00000049010	1	54622227	-
ENSDARG00000028900	ENSDART00000179221	21	13127742	+
ENSDARG00000028937	ENSDART00000062377	20	29533010	-
ENSDARG00000028943	ENSDART00000124843	18	14836862	-
ENSDARG00000028949	ENSDART00000043397	5	64865521	-
ENSDARG00000028957	ENSDART00000044860	12	19346678	-
ENSDARG00000028971	ENSDART00000047212	20	50052116	+
ENSDARG00000028973	ENSDART00000059358	19	10648523	-
ENSDARG00000028976	ENSDART00000048640	24	36317544	+
ENSDARG00000029003	ENSDART00000066645	5	24008997	-
ENSDARG00000029011	ENSDART00000178855	22	27113452	-
ENSDARG00000029018	ENSDART00000049061	4	18595525	-
ENSDARG00000029019	ENSDART00000039746	16	26449615	+
ENSDARG00000029036	ENSDART00000034248	20	32045182	-
ENSDARG00000029043	ENSDART00000050125	19	619200	+
ENSDARG00000029045	ENSDART00000049503	17	44030692	+
ENSDARG00000029051	ENSDART00000184504	10	24048663	+
ENSDARG00000029057	ENSDART00000188189	22	17784414	+
ENSDARG00000029058	ENSDART00000048144	19	31007417	-
ENSDARG00000029063	ENSDART00000157870	7	13639473	+
ENSDARG00000029064	ENSDART00000173082	14	38878356	-
ENSDARG00000029069	ENSDART00000187238	25	31276842	+
ENSDARG00000029071	ENSDART00000048383	4	27099224	-
ENSDARG00000029072	ENSDART00000147849	24	4148915	-
ENSDARG00000029075	ENSDART00000103230	6	40029423	-
ENSDARG00000029088	ENSDART00000042672	14	4321874	-
ENSDARG00000029100	ENSDART00000100941	13	21768447	+
ENSDARG00000029105	ENSDART00000132323	4	76488854	-
ENSDARG00000029107	ENSDART00000048853	17	21057674	-
ENSDARG00000029112	ENSDART00000048036	16	26766423	+
ENSDARG00000029114	ENSDART00000134459	16	32059785	+
ENSDARG00000029133	ENSDART00000042064	1	46404968	+
ENSDARG00000029146	ENSDART00000088208	23	25686954	-
ENSDARG00000029150	ENSDART00000020084	20	51197758	+
ENSDARG00000029157	ENSDART00000141595	20	2584101	-
ENSDARG00000029168	ENSDART00000089035	25	15938880	+
ENSDARG00000029170	ENSDART00000146104	7	23848012	-
ENSDARG00000029177	ENSDART00000046211	24	21674996	-
ENSDARG00000029179	ENSDART00000043341	5	34997763	+
ENSDARG00000029204	ENSDART00000050528	7	74090168	-
ENSDARG00000029215	ENSDART00000156897	3	23596809	-
ENSDARG00000029230	ENSDART00000041993	16	36834633	-
ENSDARG00000029232	ENSDART00000130416	25	7591293	+
ENSDARG00000029234	ENSDART00000098731	17	7351488	-
ENSDARG00000029239	ENSDART00000049992	25	15841670	+
ENSDARG00000029242	ENSDART00000047220	7	38714562	-
ENSDARG00000029248	ENSDART00000081442	2	8649293	+
ENSDARG00000029250	ENSDART00000041371	5	18924834	-
ENSDARG00000029252	ENSDART00000041627	6	3716666	+
ENSDARG00000029259	ENSDART00000040756	16	25400257	-
ENSDARG00000029263	ENSDART00000078466	3	23698034	+
ENSDARG00000029290	ENSDART00000045397	20	26538137	+
ENSDARG00000029291	ENSDART00000152450	12	7235103	-
ENSDARG00000029292	ENSDART00000137924	2	9971609	-
ENSDARG00000029296	ENSDART00000161311	14	11103718	+
ENSDARG00000029305	ENSDART00000042006	12	17863467	-
ENSDARG00000029307	ENSDART00000050826	24	33462800	+
ENSDARG00000029308	ENSDART00000141727	12	28818734	-
ENSDARG00000029331	ENSDART00000104118	3	20040636	-
ENSDARG00000029353	ENSDART00000041677	15	43284021	-
ENSDARG00000029356	ENSDART00000141860	16	6424818	-
ENSDARG00000029370	ENSDART00000140650	20	1239603	-
ENSDARG00000029372	ENSDART00000160025	5	59278193	+
ENSDARG00000029381	ENSDART00000114885	21	39058490	-
ENSDARG00000029388	ENSDART00000180685	20	23440632	+
ENSDARG00000029402	ENSDART00000159752	11	36341189	-
ENSDARG00000029406	ENSDART00000040328	5	30535327	-
ENSDARG00000029415	ENSDART00000041858	6	10871659	+
ENSDARG00000029431	ENSDART00000154849	25	30074947	+
ENSDARG00000029432	ENSDART00000067159	25	8160030	-
ENSDARG00000029439	ENSDART00000042040	8	11687254	+
ENSDARG00000029443	ENSDART00000045109	14	8080416	-
ENSDARG00000029445	ENSDART00000143781	24	32522655	-
ENSDARG00000029457	ENSDART00000105895	22	968484	-
ENSDARG00000029461	ENSDART00000040733	10	25028527	-
ENSDARG00000029463	ENSDART00000169316	2	32356539	-
ENSDARG00000029473	ENSDART00000114676	8	25299069	+
ENSDARG00000029474	ENSDART00000041417	11	4026229	+
ENSDARG00000029476	ENSDART00000146955	3	19299309	+
ENSDARG00000029479	ENSDART00000046712	8	8698607	-
ENSDARG00000029480	ENSDART00000188048	5	62925282	-
ENSDARG00000029482	ENSDART00000183483	17	29736019	-
ENSDARG00000029493	ENSDART00000100329	10	26747755	+
ENSDARG00000029497	ENSDART00000040480	9	38292947	+
ENSDARG00000029500	ENSDART00000123520	7	59649399	+
ENSDARG00000029501	ENSDART00000143941	19	6083784	-
ENSDARG00000029510	ENSDART00000044987	11	24900123	+
ENSDARG00000029511	ENSDART00000044937	20	14114258	+
ENSDARG00000029524	ENSDART00000066975	4	18963822	+
ENSDARG00000029533	ENSDART00000043173	16	16977786	+
ENSDARG00000029544	ENSDART00000048759	20	29787210	-
ENSDARG00000029546	ENSDART00000043382	20	29471577	-
ENSDARG00000029556	ENSDART00000178209	8	51340931	-
ENSDARG00000029569	ENSDART00000042376	20	20324792	-
ENSDARG00000029581	ENSDART00000040265	20	52846212	-
ENSDARG00000029587	ENSDART00000047362	20	38910214	+
ENSDARG00000029596	ENSDART00000047055	2	42128714	-
ENSDARG00000029600	ENSDART00000047740	13	9559461	+
ENSDARG00000029609	ENSDART00000188062	14	45967981	-
ENSDARG00000029612	ENSDART00000047912	8	36618073	-
ENSDARG00000029615	ENSDART00000102510	16	39242339	+
ENSDARG00000029621	ENSDART00000142418	12	6065661	+
ENSDARG00000029639	ENSDART00000147285	6	28961660	-
ENSDARG00000029660	ENSDART00000145118	14	10387377	-
ENSDARG00000029663	ENSDART00000043002	13	24402406	+
ENSDARG00000029668	ENSDART00000050534	17	39185336	-
ENSDARG00000029671	ENSDART00000050597	2	6999369	+
ENSDARG00000029688	ENSDART00000124762	3	26115559	-
ENSDARG00000029689	ENSDART00000045888	11	36989696	+
ENSDARG00000029692	ENSDART00000039973	5	42912966	+
ENSDARG00000029695	ENSDART00000039693	12	18568834	-
ENSDARG00000029710	ENSDART00000046821	24	41679356	-
ENSDARG00000029718	ENSDART00000133926	1	44746154	+
ENSDARG00000029720	ENSDART00000143881	1	8020589	-
ENSDARG00000029722	ENSDART00000047159	1	38171787	-
ENSDARG00000029724	ENSDART00000049230	8	36582728	+
ENSDARG00000029729	ENSDART00000188042	9	31075896	+
ENSDARG00000029747	ENSDART00000047195	20	35473288	+
ENSDARG00000029751	ENSDART00000044214	1	31674297	+
ENSDARG00000029761	ENSDART00000043924	19	20106486	-
ENSDARG00000029764	ENSDART00000099134	10	43655449	-
ENSDARG00000029766	ENSDART00000125174	9	9502610	+
ENSDARG00000029768	ENSDART00000150191	12	11650146	+
ENSDARG00000029783	ENSDART00000042867	8	14080534	-
ENSDARG00000029795	ENSDART00000147264	11	40647237	-
ENSDARG00000029818	ENSDART00000043312	13	36535128	-
ENSDARG00000029822	ENSDART00000040598	21	11385031	+
ENSDARG00000029832	ENSDART00000166049	21	20329541	-
ENSDARG00000029838	ENSDART00000173208	7	5920665	+
ENSDARG00000029841	ENSDART00000145551	22	10757848	+
ENSDARG00000029848	ENSDART00000043956	2	22659787	+
ENSDARG00000029856	ENSDART00000145893	2	15069011	+
ENSDARG00000029865	ENSDART00000048819	8	42998944	+
ENSDARG00000029866	ENSDART00000042220	11	21014572	-
ENSDARG00000029874	ENSDART00000105218	17	12408188	+
ENSDARG00000029881	ENSDART00000024058	2	24080694	+
ENSDARG00000029885	ENSDART00000075056	14	33297318	-
ENSDARG00000029894	ENSDART00000043658	13	28417297	+
ENSDARG00000029898	ENSDART00000134649	1	43899422	-
