Gene	start	end	length
ENSSSCG00000027941	143675575	144304151	628576
ENSSSCG00000011686	83962618	84502327	539709
ENSSSCG00000011860	135105896	135249120	143224
ENSSSCG00000036206	84634777	84657371	22594
ENSSSCG00000011235	19203954	19276637	72683
ENSSSCG00000044605	90495343	90498633	3290
ENSSSCG00000044934	87613928	87616177	2249
ENSSSCG00000041863	82432828	82437404	4576
ENSSSCG00000046587	82942437	82946199	3762
ENSSSCG00000011859	135298377	135358670	60293
ENSSSCG00000022031	83820112	83821909	1797
ENSSSCG00000011673	82375060	82375797	737
ENSSSCG00000031244	144364317	144629174	264857
ENSSSCG00000040019	82501050	82519606	18556
ENSSSCG00000026113	145591894	145644880	52986
ENSSSCG00000050456	86573761	86626220	52459
ENSSSCG00000047889	87055946	87320796	264850
ENSSSCG00000041008	88612915	88617931	5016
ENSSSCG00000035267	145648448	145648820	372
ENSSSCG00000011236	19305181	19510585	205404
ENSSSCG00000029267	145673658	145692988	19330
ENSSSCG00000049696	90851768	90858576	6808
ENSSSCG00000011911	145771774	145819168	47394
ENSSSCG00000019379	84724484	84724640	156
ENSSSCG00000043221	81773298	81773400	102
ENSSSCG00000031231	152158280	152159257	977
ENSSSCG00000044995	150789370	150794399	5029
ENSSSCG00000045503	143456354	143459130	2776
ENSSSCG00000024302	144404530	144405057	527
ENSSSCG00000049678	149084943	149086468	1525
ENSSSCG00000009126	145953917	145954507	590
ENSSSCG00000041302	143332281	143334905	2624
ENSSSCG00000011862	135412425	135442691	30266
ENSSSCG00000011770	118902666	118913270	10604
ENSSSCG00000037905	135467798	135587473	119675
ENSSSCG00000041999	151545153	151548155	3002
ENSSSCG00000011813	127414958	127572163	157205
ENSSSCG00000038756	135577522	135584975	7453
ENSSSCG00000033256	122335992	122337036	1044
ENSSSCG00000024788	127808599	127830717	22118
ENSSSCG00000011864	135610058	135650603	40545
ENSSSCG00000022341	127849883	127871468	21585
ENSSSCG00000039990	152248627	152295816	47189
ENSSSCG00000021206	127933693	128043480	109787
ENSSSCG00000030362	135659059	135784881	125822
ENSSSCG00000019624	143832046	143832099	53
ENSSSCG00000025128	131325065	131337672	12607
ENSSSCG00000011825	131391798	131493623	101825
ENSSSCG00000022081	147778370	147879794	101424
ENSSSCG00000021656	135803314	135968096	164782
ENSSSCG00000011237	19597059	19665996	68937
ENSSSCG00000036094	130290518	130307202	16684
ENSSSCG00000026260	130306570	130420554	113984
ENSSSCG00000028717	136395668	136430733	35065
ENSSSCG00000011821	130440564	130589857	149293
ENSSSCG00000025349	136438967	136486496	47529
ENSSSCG00000011867	136509755	136809668	299913
ENSSSCG00000045332	12954895	12956184	1289
ENSSSCG00000011822	130624796	130719083	94287
ENSSSCG00000024546	18295887	18296354	467
ENSSSCG00000044584	10549465	10552443	2978
ENSSSCG00000043046	11382055	11397082	15027
ENSSSCG00000048853	12700793	12706600	5807
ENSSSCG00000049580	14206326	14208434	2108
ENSSSCG00000041500	14218123	14223903	5780
ENSSSCG00000048827	14373827	14393725	19898
ENSSSCG00000044500	18185504	18188730	3226
ENSSSCG00000034786	136834115	136933549	99434
ENSSSCG00000027952	136972801	137135347	162546
ENSSSCG00000027416	10563139	10563241	102
ENSSSCG00000024904	137170961	137250550	79589
ENSSSCG00000011837	133094863	133122065	27202
ENSSSCG00000011819	129875636	129997215	121579
ENSSSCG00000029291	133157321	133180262	22941
ENSSSCG00000027323	133178166	133192923	14757
ENSSSCG00000011811	125782471	126463303	680832
ENSSSCG00000011841	133193252	133269447	76195
ENSSSCG00000011843	133273112	133389458	116346
ENSSSCG00000011812	126724573	126861438	136865
ENSSSCG00000025592	127116105	127347068	230963
ENSSSCG00000023871	113236156	114208075	971919
ENSSSCG00000026934	133389060	133420276	31216
ENSSSCG00000011810	125377250	125393330	16080
ENSSSCG00000024420	128239514	128250707	11193
ENSSSCG00000031478	128546915	128574989	28074
ENSSSCG00000023527	133470645	133496223	25578
ENSSSCG00000011809	125355018	125358738	3720
ENSSSCG00000035414	132066884	132269965	203081
ENSSSCG00000033030	133545417	133560499	15082
ENSSSCG00000036536	133561021	133574376	13355
ENSSSCG00000031614	133615398	133621074	5676
ENSSSCG00000031147	132274227	132431385	157158
ENSSSCG00000034711	133625529	133658109	32580
ENSSSCG00000011760	115312452	115487284	174832
ENSSSCG00000047877	116573023	116575579	2556
ENSSSCG00000011761	116969591	116998200	28609
ENSSSCG00000021380	133689755	133746927	57172
ENSSSCG00000033860	117117626	117147604	29978
ENSSSCG00000030413	117180544	117274587	94043
ENSSSCG00000029240	117283631	117309863	26232
ENSSSCG00000028376	133759539	133767956	8417
ENSSSCG00000031922	117303344	117304623	1279
ENSSSCG00000038443	117370544	117384041	13497
ENSSSCG00000039285	117404699	117442481	37782
ENSSSCG00000011846	133851776	133869753	17977
ENSSSCG00000029268	27574767	27643980	69213
ENSSSCG00000037583	117436673	117513392	76719
ENSSSCG00000011847	133875309	133885763	10454
ENSSSCG00000011848	133970985	134000276	29291
ENSSSCG00000039249	132459983	132488943	28960
ENSSSCG00000011849	134101377	134124824	23447
ENSSSCG00000011264	23833134	23845204	12070
ENSSSCG00000031304	27648298	27703545	55247
ENSSSCG00000024556	27748438	27783325	34887
ENSSSCG00000011831	132514949	132562599	47650
ENSSSCG00000022195	27839208	27855361	16153
ENSSSCG00000033372	132547982	132549447	1465
ENSSSCG00000034823	134107062	134108268	1206
ENSSSCG00000011304	27875490	27902191	26701
ENSSSCG00000036416	134176458	134177217	759
ENSSSCG00000040904	127712777	127730657	17880
ENSSSCG00000032080	27902558	27914479	11921
ENSSSCG00000031356	131135725	131138237	2512
ENSSSCG00000011850	134192534	134248036	55502
ENSSSCG00000011306	27930958	27944388	13430
ENSSSCG00000011826	131578857	131613767	34910
ENSSSCG00000011307	27949695	27957029	7334
ENSSSCG00000032344	27958878	27966533	7655
ENSSSCG00000011309	27966586	28041451	74865
ENSSSCG00000011827	131623534	131657046	33512
ENSSSCG00000031576	28045397	28054891	9494
ENSSSCG00000011301	28098007	28176738	78731
ENSSSCG00000011795	123485628	123650039	164411
ENSSSCG00000011300	28176793	28208975	32182
ENSSSCG00000011851	134254976	134281086	26110
ENSSSCG00000026516	122467588	122488292	20704
ENSSSCG00000011853	134299152	134353374	54222
ENSSSCG00000011299	28219500	28229096	9596
ENSSSCG00000034015	23867474	23876852	9378
ENSSSCG00000024024	23944369	23957486	13117
ENSSSCG00000029708	24030653	24044782	14129
ENSSSCG00000027139	134363682	134402630	38948
ENSSSCG00000022773	24045999	24068426	22427
ENSSSCG00000011788	122693760	122950420	256660
ENSSSCG00000037236	24072527	24081541	9014
ENSSSCG00000011269	24347660	24556735	209075
ENSSSCG00000011270	24574910	24577616	2706
ENSSSCG00000025783	24624417	24659639	35222
ENSSSCG00000011272	24691893	24699363	7470
ENSSSCG00000011470	40009737	40060394	50657
ENSSSCG00000030225	123754864	123780920	26056
ENSSSCG00000032019	39958387	39975946	17559
ENSSSCG00000026550	24737062	24744557	7495
ENSSSCG00000034115	25138098	25138560	462
ENSSSCG00000011405	32805227	32815333	10106
ENSSSCG00000011274	25164277	25208311	44034
ENSSSCG00000011407	32816156	32825226	9070
ENSSSCG00000039758	123806282	123815609	9327
ENSSSCG00000011408	32825374	32830049	4675
ENSSSCG00000023229	123873350	123930200	56850
ENSSSCG00000011410	32834239	32837002	2763
ENSSSCG00000043195	32837667	32842959	5292
ENSSSCG00000011412	32845115	32988774	143659
ENSSSCG00000022550	123963465	124182871	219406
ENSSSCG00000047010	124110093	124114203	4110
ENSSSCG00000040431	124356509	124358663	2154
ENSSSCG00000025408	25209368	25751500	542132
ENSSSCG00000011797	124365854	124390134	24280
ENSSSCG00000035452	40071665	40076049	4384
ENSSSCG00000011798	124390970	124413200	22230
ENSSSCG00000011474	40074466	40160380	85914
ENSSSCG00000011799	124426308	124438840	12532
ENSSSCG00000011278	25774250	25935828	161578
ENSSSCG00000011800	124460272	124494196	33924
ENSSSCG00000011801	124505312	124516705	11393
ENSSSCG00000011802	124521340	124557958	36618
ENSSSCG00000011277	25937645	25945793	8148
ENSSSCG00000025881	40160568	40167476	6908
ENSSSCG00000011279	25987314	25995089	7775
ENSSSCG00000011280	26036629	26075691	39062
ENSSSCG00000011803	124582898	124589293	6395
ENSSSCG00000022131	40167717	40219838	52121
ENSSSCG00000011477	40223010	40255967	32957
ENSSSCG00000011804	124589295	124604426	15131
ENSSSCG00000034200	26083226	26107223	23997
ENSSSCG00000033189	40276903	40421972	145069
ENSSSCG00000039103	124633685	124646646	12961
ENSSSCG00000025770	124791751	124837841	46090
ENSSSCG00000011482	40486282	40768623	282341
ENSSSCG00000037108	124936213	124942119	5906
ENSSSCG00000011806	124955030	125054463	99433
ENSSSCG00000042396	40655805	40665667	9862
ENSSSCG00000011432	34433399	34440264	6865
ENSSSCG00000028184	34445498	34544148	98650
ENSSSCG00000011438	34544581	34553483	8902
ENSSSCG00000011439	34553816	34565646	11830
ENSSSCG00000011833	132820870	133086841	265971
ENSSSCG00000011293	26523983	26526133	2150
ENSSSCG00000011440	34574200	34585660	11460
ENSSSCG00000011295	26669257	26724458	55201
ENSSSCG00000027025	122390906	122392767	1861
ENSSSCG00000043321	119435778	119440190	4412
ENSSSCG00000011296	26734107	27006539	272432
ENSSSCG00000011441	34591386	34594337	2951
ENSSSCG00000043076	116373575	116378262	4687
ENSSSCG00000011787	122598928	122602646	3718
ENSSSCG00000023503	35290610	35323356	32746
ENSSSCG00000043568	114992196	114999570	7374
ENSSSCG00000011297	27006208	27056744	50536
ENSSSCG00000024417	37388517	38367504	978987
ENSSSCG00000011298	28257417	28319215	61798
ENSSSCG00000035258	139603454	139652431	48977
ENSSSCG00000051230	38169056	38172631	3575
ENSSSCG00000021439	38438720	38492430	53710
ENSSSCG00000011312	28524796	28692327	167531
ENSSSCG00000021227	139660343	139710404	50061
ENSSSCG00000024201	38492472	38557193	64721
ENSSSCG00000030359	38581574	38657128	75554
ENSSSCG00000049288	115860605	115866827	6222
ENSSSCG00000042021	115939842	116331402	391560
ENSSSCG00000011463	38939316	39006690	67374
ENSSSCG00000021207	39046465	39088875	42410
ENSSSCG00000032357	39089077	39129781	40704
ENSSSCG00000035320	39123650	39146914	23264
ENSSSCG00000031913	139724148	139730493	6345
ENSSSCG00000051441	119691080	119699587	8507
ENSSSCG00000020990	39148377	39384396	236019
ENSSSCG00000044179	132892149	132896319	4170
ENSSSCG00000038724	122958347	123058655	100308
ENSSSCG00000040296	123104101	123176086	71985
ENSSSCG00000042928	122661051	122673309	12258
ENSSSCG00000044589	118913298	119119774	206476
ENSSSCG00000011791	123176188	123352775	176587
ENSSSCG00000019512	118631631	118631733	102
ENSSSCG00000049750	123189134	123193828	4694
ENSSSCG00000025921	123356438	123365209	8771
ENSSSCG00000011793	123371860	123419434	47574
ENSSSCG00000024109	132605489	132645937	40448
ENSSSCG00000036414	115335171	115335278	107
ENSSSCG00000033815	125337418	125338850	1432
ENSSSCG00000036423	128619230	128690649	71419
ENSSSCG00000033349	117225634	117225731	97
ENSSSCG00000011854	134406080	134539326	133246
ENSSSCG00000032259	117139163	117139224	61
ENSSSCG00000020570	117721766	117721887	121
ENSSSCG00000038584	129240083	129817911	577828
ENSSSCG00000044432	129453761	129459954	6193
ENSSSCG00000011794	123429995	123471926	41931
ENSSSCG00000048327	130273103	130276075	2972
ENSSSCG00000038638	134495552	134495852	300
ENSSSCG00000026868	131343940	131345685	1745
ENSSSCG00000031035	131385044	131386753	1709
ENSSSCG00000043849	126636202	126638044	1842
ENSSSCG00000011855	134536091	134584656	48565
ENSSSCG00000011828	131663310	131665439	2129
ENSSSCG00000035234	124720920	124721324	404
ENSSSCG00000048775	123006669	123007955	1286
ENSSSCG00000041127	125553921	125561115	7194
ENSSSCG00000039561	131098274	131125504	27230
ENSSSCG00000034990	131127750	131134689	6939
ENSSSCG00000045353	131795146	131826246	31100
ENSSSCG00000049066	124290509	124311276	20767
ENSSSCG00000025362	132319887	132320047	160
ENSSSCG00000019418	124586974	124587115	141
ENSSSCG00000018172	124585834	124585960	126
ENSSSCG00000020580	124586216	124586393	177
ENSSSCG00000018746	124584327	124584395	68
ENSSSCG00000019309	124586670	124586800	130
ENSSSCG00000040273	134588392	134591868	3476
ENSSSCG00000011857	134596150	134656744	60594
ENSSSCG00000026753	134718450	134807146	88696
ENSSSCG00000036828	134824043	134905359	81316
ENSSSCG00000011858	134969729	135089151	119422
ENSSSCG00000039426	139847438	139901965	54527
ENSSSCG00000034616	139927781	139948702	20921
ENSSSCG00000011888	140007711	140074166	66455
ENSSSCG00000011889	140136158	140369569	233411
ENSSSCG00000011890	140364075	140406112	42037
ENSSSCG00000011892	140437096	140566877	129781
ENSSSCG00000011893	140584363	140587621	3258
ENSSSCG00000011894	140601515	140620789	19274
ENSSSCG00000011895	140638521	140665961	27440
ENSSSCG00000011896	140673101	140681260	8159
ENSSSCG00000011899	140693382	140728976	35594
ENSSSCG00000037639	140730495	140758607	28112
ENSSSCG00000032313	140764216	140793596	29380
ENSSSCG00000011901	140797205	140831277	34072
ENSSSCG00000026224	140839268	140948303	109035
ENSSSCG00000011903	140969602	141003929	34327
ENSSSCG00000011904	141013103	141038902	25799
ENSSSCG00000011905	141048097	141068890	20793
ENSSSCG00000011906	141093021	141289496	196475
ENSSSCG00000045853	141216429	141222645	6216
ENSSSCG00000036627	142770235	142770684	449
ENSSSCG00000042482	142229399	142234482	5083
ENSSSCG00000044822	142881321	142885482	4161
ENSSSCG00000046271	142996043	143002326	6283
ENSSSCG00000050814	134033820	134036324	2504
ENSSSCG00000034750	141808826	141811551	2725
ENSSSCG00000043024	136954016	136971224	17208
ENSSSCG00000051565	140666132	140671017	4885
ENSSSCG00000020163	134492460	134492586	126
ENSSSCG00000011845	133818761	133850996	32235
ENSSSCG00000040510	30014991	30063073	48082
ENSSSCG00000024513	30063188	30141513	78325
ENSSSCG00000011334	30167866	30173088	5222
ENSSSCG00000032957	30190755	30253113	62358
ENSSSCG00000026281	30253268	30320526	67258
ENSSSCG00000011336	30325249	30341295	16046
ENSSSCG00000011238	20934846	21088420	153574
ENSSSCG00000048318	21429653	21549314	119661
ENSSSCG00000028740	22707444	22825400	117956
ENSSSCG00000011246	22831915	22851275	19360
ENSSSCG00000027550	22851584	22872992	21408
ENSSSCG00000011249	22882629	22964677	82048
ENSSSCG00000011251	22966137	22983109	16972
ENSSSCG00000011250	22964875	23020143	55268
ENSSSCG00000011253	23020584	23116955	96371
ENSSSCG00000011256	23120222	23130829	10607
ENSSSCG00000011255	23149231	23159598	10367
ENSSSCG00000011254	23173939	23225951	52012
ENSSSCG00000011257	23237699	23267373	29674
ENSSSCG00000011258	23278932	23307566	28634
ENSSSCG00000011259	23336153	23424755	88602
ENSSSCG00000011260	23481255	23570379	89124
ENSSSCG00000029419	23602977	23692220	89243
ENSSSCG00000011261	23735567	23786308	50741
ENSSSCG00000011465	39395541	39402650	7109
ENSSSCG00000031791	39409376	39430129	20753
ENSSSCG00000011467	39462269	39524080	61811
ENSSSCG00000038873	39571981	39719923	147942
ENSSSCG00000034916	23786248	23797487	11239
ENSSSCG00000011263	23797518	23830332	32814
ENSSSCG00000032596	27819829	27825385	5556
ENSSSCG00000022462	27819943	27821391	1448
ENSSSCG00000011310	27867553	27868533	980
ENSSSCG00000011471	39789739	39938746	149007
ENSSSCG00000030575	28405187	28406074	887
ENSSSCG00000041387	23867479	23868754	1275
ENSSSCG00000046796	24175321	24181763	6442
ENSSSCG00000046162	24570846	24574757	3911
ENSSSCG00000043636	26567351	26569497	2146
ENSSSCG00000050976	23294569	23294738	169
ENSSSCG00000028403	24075571	24075721	150
ENSSSCG00000019894	24080041	24080190	149
ENSSSCG00000019835	21038442	21038525	83
ENSSSCG00000021408	35348915	35377587	28672
ENSSSCG00000022616	35391320	35455743	64423
ENSSSCG00000011455	35436519	35909662	473143
ENSSSCG00000011456	35910698	35948683	37985
ENSSSCG00000037914	35948340	35963944	15604
ENSSSCG00000011458	35963945	35987140	23195
ENSSSCG00000027019	36222295	37019801	797506
ENSSSCG00000011461	36869494	36881013	11519
ENSSSCG00000035859	37344699	37367207	22508
ENSSSCG00000011442	34595782	34630303	34521
ENSSSCG00000011443	34636083	34659219	23136
ENSSSCG00000011444	34659249	34679535	20286
ENSSSCG00000034529	34682294	34686027	3733
ENSSSCG00000035824	34689726	34820952	131226
ENSSSCG00000011449	34814901	34828517	13616
ENSSSCG00000011448	34828604	34839794	11190
ENSSSCG00000011447	34839384	34841600	2216
ENSSSCG00000011446	34841366	34896565	55199
ENSSSCG00000011450	34892369	34906664	14295
ENSSSCG00000011451	34906538	34933706	27168
ENSSSCG00000011453	34928439	34948229	19790
ENSSSCG00000033422	34949577	35017827	68250
ENSSSCG00000041313	34985014	34993119	8105
ENSSSCG00000011454	35025769	35180042	154273
ENSSSCG00000034614	35207145	35257795	50650
ENSSSCG00000037433	33036900	33045596	8696
ENSSSCG00000025272	33047116	33058074	10958
ENSSSCG00000040581	33085286	33090858	5572
ENSSSCG00000011415	33097393	33125818	28425
ENSSSCG00000011416	33152428	33657131	504703
ENSSSCG00000032766	33247005	33248512	1507
ENSSSCG00000032914	33658255	33662261	4006
ENSSSCG00000011417	33670977	33750772	79795
ENSSSCG00000011424	33897638	33924177	26539
ENSSSCG00000047268	33783543	33785925	2382
ENSSSCG00000011423	33926804	33938269	11465
ENSSSCG00000043327	33984099	34018811	34712
ENSSSCG00000029447	34046988	34048966	1978
ENSSSCG00000029827	34057164	34060951	3787
ENSSSCG00000023177	34067520	34075430	7910
ENSSSCG00000023033	34076012	34085210	9198
ENSSSCG00000028446	34090020	34099886	9866
ENSSSCG00000042259	34101748	34104696	2948
ENSSSCG00000030229	34104425	34111941	7516
ENSSSCG00000023325	34113677	34119830	6153
ENSSSCG00000027573	34119539	34121859	2320
ENSSSCG00000011426	34227457	34308083	80626
ENSSSCG00000011437	34333113	34347589	14476
ENSSSCG00000011436	34349609	34357673	8064
ENSSSCG00000011435	34361297	34371277	9980
ENSSSCG00000011434	34380514	34385595	5081
ENSSSCG00000011433	34387808	34412140	24332
ENSSSCG00000011349	30975960	30977924	1964
ENSSSCG00000008531	30953456	30953937	481
ENSSSCG00000045208	30991284	30993018	1734
ENSSSCG00000011347	31046948	31053130	6182
ENSSSCG00000048408	31053366	31107628	54262
ENSSSCG00000045798	31062201	31086710	24509
ENSSSCG00000011346	31113914	31140220	26306
ENSSSCG00000011350	31143480	31153563	10083
ENSSSCG00000011351	31153629	31156339	2710
ENSSSCG00000011359	31159843	31178715	18872
ENSSSCG00000011358	31179291	31180747	1456
ENSSSCG00000011357	31180846	31205731	24885
ENSSSCG00000011353	31212552	31259749	47197
ENSSSCG00000011355	31262759	31295085	32326
ENSSSCG00000011356	31298449	31309516	11067
ENSSSCG00000011362	31315737	31316740	1003
ENSSSCG00000011361	31317877	31330580	12703
ENSSSCG00000011360	31331574	31357469	25895
ENSSSCG00000011364	31363765	31377672	13907
ENSSSCG00000040922	31379521	31406911	27390
ENSSSCG00000011363	31426213	31517122	90909
ENSSSCG00000045239	31480030	31482030	2000
ENSSSCG00000011366	31523821	31553286	29465
ENSSSCG00000011367	31570088	31625226	55138
ENSSSCG00000011368	31627225	31642399	15174
ENSSSCG00000011369	31642325	31651361	9036
ENSSSCG00000011370	31650967	31656306	5339
ENSSSCG00000011371	31656948	31659220	2272
ENSSSCG00000011373	31658650	31663552	4902
ENSSSCG00000032031	31715689	31723197	7508
ENSSSCG00000011375	31726672	31737981	11309
ENSSSCG00000011377	31738286	31750833	12547
ENSSSCG00000011378	31767495	31771218	3723
ENSSSCG00000011379	31775694	31780484	4790
ENSSSCG00000011376	31802948	31837912	34964
ENSSSCG00000011382	31848851	31904243	55392
ENSSSCG00000022080	31918834	31986607	67773
ENSSSCG00000037459	31991610	31998129	6519
ENSSSCG00000022975	31995595	32002470	6875
ENSSSCG00000031594	32002660	32007217	4557
ENSSSCG00000034357	32029522	32092450	62928
ENSSSCG00000011384	32159630	32195578	35948
ENSSSCG00000011385	32205609	32214518	8909
ENSSSCG00000011386	32214937	32219902	4965
ENSSSCG00000011387	32218384	32250739	32355
ENSSSCG00000011389	32246466	32249619	3153
ENSSSCG00000011390	32253515	32319988	66473
ENSSSCG00000011391	32322034	32329337	7303
ENSSSCG00000049797	32327809	32332319	4510
ENSSSCG00000011393	32332367	32341217	8850
ENSSSCG00000026977	32345599	32379766	34167
ENSSSCG00000025416	32381128	32392987	11859
ENSSSCG00000027992	32409555	32421920	12365
ENSSSCG00000025791	32426736	32437862	11126
ENSSSCG00000011394	32444963	32569815	124852
ENSSSCG00000037003	32490811	32491900	1089
ENSSSCG00000011395	32579983	32612710	32727
ENSSSCG00000011398	32641424	32671223	29799
ENSSSCG00000042718	32671432	32678391	6959
ENSSSCG00000011397	32683126	32704535	21409
ENSSSCG00000011399	32705321	32733794	28473
ENSSSCG00000011400	32740802	32749621	8819
ENSSSCG00000011401	32753199	32757034	3835
ENSSSCG00000011402	32790850	32796563	5713
ENSSSCG00000011404	32793572	32794700	1128
ENSSSCG00000011420	33664472	33667153	2681
ENSSSCG00000048899	34088198	34089289	1091
ENSSSCG00000036910	31261196	31261534	338
ENSSSCG00000039478	31394664	31395059	395
ENSSSCG00000050301	35389661	35389862	201
ENSSSCG00000019159	34825104	34825188	84
ENSSSCG00000018540	34824206	34824282	76
ENSSSCG00000018612	34826535	34826611	76
ENSSSCG00000029540	34334876	34335175	299
ENSSSCG00000018452	34441079	34441168	89
ENSSSCG00000018566	31655484	31655563	79
ENSSSCG00000018173	31654994	31655073	79
ENSSSCG00000011425	33820071	33885832	65761
ENSSSCG00000047135	30959616	30961514	1898
ENSSSCG00000011870	137296883	137398628	101745
ENSSSCG00000041693	137311688	137316408	4720
ENSSSCG00000011872	137455346	137590831	135485
ENSSSCG00000036766	137641425	137739098	97673
ENSSSCG00000011873	137740396	137809527	69131
ENSSSCG00000011874	137809510	137865106	55596
ENSSSCG00000011875	137887161	137936467	49306
ENSSSCG00000011876	137950272	137961343	11071
ENSSSCG00000027709	137966562	138000846	34284
ENSSSCG00000028475	138018407	138103838	85431
ENSSSCG00000026990	138115509	138151738	36229
ENSSSCG00000025107	138152491	138178444	25953
ENSSSCG00000028871	138216027	138226408	10381
ENSSSCG00000037882	138239295	138240965	1670
ENSSSCG00000029661	138268060	138268497	437
ENSSSCG00000011878	138280364	138364252	83888
ENSSSCG00000011877	138427533	138504310	76777
ENSSSCG00000025436	138530910	138572189	41279
ENSSSCG00000011880	138648270	138681613	33343
ENSSSCG00000011881	138681740	138741367	59627
ENSSSCG00000011884	138855144	138889281	34137
ENSSSCG00000011885	138881513	138905356	23843
ENSSSCG00000035362	138957612	138958696	1084
ENSSSCG00000036613	138978609	139108500	129891
ENSSSCG00000046013	192762824	192767823	4999
ENSSSCG00000030305	138595973	138632675	36702
ENSSSCG00000012029	192656289	192697540	41251
ENSSSCG00000011772	120727608	120873930	146322
ENSSSCG00000036881	120765344	120765943	599
ENSSSCG00000025942	120915730	121070369	154639
ENSSSCG00000021749	121132948	121378371	245423
ENSSSCG00000024393	121206550	121223922	17372
ENSSSCG00000034204	121347962	121349182	1220
ENSSSCG00000031476	121427096	121487261	60165
ENSSSCG00000011775	121570591	121608139	37548
ENSSSCG00000011776	121637874	121746122	108248
ENSSSCG00000032328	121748648	121755445	6797
ENSSSCG00000033424	121758738	121813638	54900
ENSSSCG00000042409	121817175	122043195	226020
ENSSSCG00000011780	121835020	121847824	12804
ENSSSCG00000011782	121869600	121926071	56471
ENSSSCG00000011784	121969656	121975217	5561
ENSSSCG00000024689	121988806	121994463	5657
ENSSSCG00000039519	122005404	122012995	7591
ENSSSCG00000011783	122060473	122070304	9831
ENSSSCG00000025374	122076003	122092971	16968
ENSSSCG00000024437	122094437	122104802	10365
ENSSSCG00000028856	122105344	122113559	8215
ENSSSCG00000026185	122130063	122142855	12792
ENSSSCG00000021319	122141967	122148206	6239
ENSSSCG00000046387	122187466	122199400	11934
ENSSSCG00000030255	122203508	122225360	21852
ENSSSCG00000021581	122234736	122249867	15131
ENSSSCG00000022507	122250020	122256195	6175
ENSSSCG00000023909	122260215	122267860	7645
ENSSSCG00000025270	122266626	122277645	11019
ENSSSCG00000042725	120903724	120907790	4066
ENSSSCG00000046827	120903850	120907177	3327
ENSSSCG00000043503	121387083	121399142	12059
ENSSSCG00000027448	121395346	121395514	168
ENSSSCG00000022926	121396117	121396248	131
ENSSSCG00000050978	121548997	121559814	10817
ENSSSCG00000028380	122213640	122213715	75
ENSSSCG00000041813	14682233	14759891	77658
ENSSSCG00000038376	14841319	14926248	84929
ENSSSCG00000029774	82548421	82555685	7264
ENSSSCG00000011675	82580209	82630688	50479
ENSSSCG00000036302	82779668	82780140	472
ENSSSCG00000048998	82798885	82800128	1243
ENSSSCG00000034370	82840479	82840916	437
ENSSSCG00000011676	82680417	82727408	46991
ENSSSCG00000028258	14757279	14785419	28140
ENSSSCG00000032162	91507276	91513181	5905
ENSSSCG00000011713	91521817	91572005	50188
ENSSSCG00000011717	91625431	91679079	53648
ENSSSCG00000033781	91951518	91976436	24918
ENSSSCG00000031367	92017548	92042938	25390
ENSSSCG00000022105	92106630	92128585	21955
ENSSSCG00000011718	92458463	92458768	305
ENSSSCG00000011629	73733524	73831444	97920
ENSSSCG00000011630	73772392	73777805	5413
ENSSSCG00000011631	73822920	73868423	45503
ENSSSCG00000011632	73858427	73900967	42540
ENSSSCG00000047372	104872376	104900681	28305
ENSSSCG00000033350	104951884	105007553	55669
ENSSSCG00000011931	147385169	147385675	506
ENSSSCG00000027820	147465863	147486141	20278
ENSSSCG00000034515	147485968	147508739	22771
ENSSSCG00000021511	147623212	147643942	20730
ENSSSCG00000033637	147647080	147680114	33034
ENSSSCG00000025721	147686913	147728803	41890
ENSSSCG00000041735	147417967	147441447	23480
ENSSSCG00000023918	147517663	147613468	95805
ENSSSCG00000039224	30387224	30411850	24626
ENSSSCG00000011342	30617376	30632497	15121
ENSSSCG00000029251	30633054	30804761	171707
ENSSSCG00000011344	30648533	30649414	881
ENSSSCG00000033240	30692714	30694096	1382
ENSSSCG00000011340	30409983	30576327	166344
ENSSSCG00000048463	207666921	207676660	9739
ENSSSCG00000012089	207691174	207791802	100628
ENSSSCG00000012088	207801096	207818130	17034
ENSSSCG00000038089	207940948	207982938	41990
ENSSSCG00000030696	207986098	208007675	21577
ENSSSCG00000011756	112035854	112725618	689764
ENSSSCG00000044757	112860417	112865631	5214
ENSSSCG00000019223	112691940	112692103	163
ENSSSCG00000035037	206454718	206465807	11089
ENSSSCG00000045186	206495122	206496170	1048
ENSSSCG00000022164	206545354	206629156	83802
ENSSSCG00000021698	206629204	206651123	21919
ENSSSCG00000034758	206676730	206703326	26596
ENSSSCG00000027357	206706063	206710646	4583
ENSSSCG00000037061	206722596	206735997	13401
ENSSSCG00000038081	206884538	206906353	21815
ENSSSCG00000039085	206936333	207013102	76769
ENSSSCG00000029627	207015125	207031879	16754
ENSSSCG00000025525	207042952	207056770	13818
ENSSSCG00000022246	207106206	207115881	9675
ENSSSCG00000028741	207119051	207132538	13487
ENSSSCG00000028197	207167281	207191671	24390
ENSSSCG00000024500	207196117	207204719	8602
ENSSSCG00000023762	207212457	207262064	49607
ENSSSCG00000022988	207285886	207412511	126625
ENSSSCG00000028768	207322222	207348449	26227
ENSSSCG00000048449	207339163	207340206	1043
ENSSSCG00000047309	207355580	207363568	7988
ENSSSCG00000046681	207367828	207368637	809
ENSSSCG00000047876	207377502	207378437	935
ENSSSCG00000039836	207385108	207385863	755
ENSSSCG00000037222	207393407	207393880	473
ENSSSCG00000029038	207398974	207400627	1653
ENSSSCG00000025793	207403602	207404237	635
