Gene	start	end	length
ENSDARG00000098465	60525982	60571218	45236
ENSDARG00000098355	48549294	48559906	10612
ENSDARG00000105854	41500409	41500525	116
ENSDARG00000113893	3099492	3100238	746
ENSDARG00000058848	5991765	6035766	44001
ENSDARG00000099149	48842918	48869632	26714
ENSDARG00000103341	60047032	60055409	8377
ENSDARG00000117446	314376	322398	8022
ENSDARG00000117639	906519	909941	3422
ENSDARG00000117574	4626684	4634310	7626
ENSDARG00000117390	5718913	5725618	6705
ENSDARG00000117304	5744408	5750027	5619
ENSDARG00000117757	8094011	8102691	8680
ENSDARG00000117605	9744455	9752851	8396
ENSDARG00000117690	9754014	9761538	7524
ENSDARG00000117293	13149550	13167328	17778
ENSDARG00000117322	14242119	14248150	6031
ENSDARG00000117784	18972408	18974640	2232
ENSDARG00000117635	19986341	19992463	6122
ENSDARG00000117250	27319816	27343689	23873
ENSDARG00000117414	32194752	32196043	1291
ENSDARG00000117436	32196192	32222085	25893
ENSDARG00000117275	41396123	41512210	116087
ENSDARG00000117665	45833840	45843700	9860
ENSDARG00000117589	48461685	48465401	3716
ENSDARG00000117625	58210305	58212028	1723
ENSDARG00000117344	58344862	58353587	8725
ENSDARG00000117537	58961904	58967097	5193
ENSDARG00000117600	60646736	60648234	1498
ENSDARG00000089622	40482330	40499799	17469
ENSDARG00000096908	34028532	34036231	7699
ENSDARG00000079187	9204099	9220775	16676
ENSDARG00000030335	52242139	52256744	14605
ENSDARG00000002508	39279104	39286029	6925
ENSDARG00000078592	16673793	16717878	44085
ENSDARG00000070013	34213971	34220641	6670
ENSDARG00000055781	37308716	37311049	2333
ENSDARG00000070074	34511886	34811508	299622
ENSDARG00000097607	37334559	37334963	404
ENSDARG00000078814	10700996	10715116	14120
ENSDARG00000098403	19137841	19138634	793
ENSDARG00000105069	19146424	19147218	794
ENSDARG00000101654	19163923	19168640	4717
ENSDARG00000009208	40523370	40544207	20837
ENSDARG00000014239	52263236	52336619	73383
ENSDARG00000070567	41255485	41446053	190568
ENSDARG00000101032	9225594	9236315	10721
ENSDARG00000063213	6275401	6295513	20112
ENSDARG00000044532	12462079	12466550	4471
ENSDARG00000097909	39290777	39306721	15944
ENSDARG00000103066	28205296	28211513	6217
ENSDARG00000032206	37389683	37403444	13761
ENSDARG00000099476	19263433	19271210	7777
ENSDARG00000070867	28205284	28207746	2462
ENSDARG00000028442	41446541	41451844	5303
ENSDARG00000041072	34823721	34838413	14692
ENSDARG00000088058	9241121	9242449	1328
ENSDARG00000093431	9245087	9251122	6035
ENSDARG00000097831	40545865	40546975	1110
ENSDARG00000014083	41452979	41461390	8411
ENSDARG00000061654	30491129	30592947	101818
ENSDARG00000017624	39308498	39313027	4529
ENSDARG00000074301	37409558	37422841	13283
ENSDARG00000020232	52339548	52348651	9103
ENSDARG00000098734	9268857	9282080	13223
ENSDARG00000005221	13871641	13891727	20086
ENSDARG00000023878	12482599	12551359	68760
ENSDARG00000007812	10721765	10740365	18600
ENSDARG00000094792	41463785	41501766	37981
ENSDARG00000096373	10727344	10733962	6618
ENSDARG00000078440	6301205	6346557	45352
ENSDARG00000070864	28216487	28222592	6105
ENSDARG00000006477	40554551	40563509	8958
ENSDARG00000060316	41503854	41506749	2895
ENSDARG00000097122	6376395	6386324	9929
ENSDARG00000058462	39336731	39344259	7528
ENSDARG00000063257	6390471	6448519	58048
ENSDARG00000058892	6445065	6487876	42811
ENSDARG00000096319	52350443	52357145	6702
ENSDARG00000078894	41510135	41536323	26188
ENSDARG00000018896	52362395	52428826	66431
ENSDARG00000079467	40563848	40572550	8702
ENSDARG00000098121	28222989	28224964	1975
ENSDARG00000097797	40572545	40573270	725
ENSDARG00000026655	40578219	40583253	5034
ENSDARG00000028618	39360377	39365467	5090
ENSDARG00000011272	40573365	40577109	3744
ENSDARG00000099387	19294852	19305589	10737
ENSDARG00000074533	7721292	7735153	13861
ENSDARG00000017590	37431169	37441520	10351
ENSDARG00000104390	19306192	19313925	7733
ENSDARG00000075296	52468139	52484566	16427
ENSDARG00000023578	28294113	28690670	396557
ENSDARG00000115301	30625945	30658848	32903
ENSDARG00000022599	13896264	13920394	24130
ENSDARG00000002760	52637308	52661824	24516
ENSDARG00000059906	52663097	52675630	12533
ENSDARG00000096974	25808140	25832922	24782
ENSDARG00000044528	12556427	12588044	31617
ENSDARG00000011973	34847276	34860574	13298
ENSDARG00000044565	10741266	10753507	12241
ENSDARG00000077836	30668098	30676074	7976
ENSDARG00000054749	25933736	25952870	19134
ENSDARG00000097547	52718973	52719714	741
ENSDARG00000024669	52715708	52723901	8193
ENSDARG00000103667	19315715	19333947	18232
ENSDARG00000063153	6491013	6541519	50506
ENSDARG00000097445	39370587	39378733	8146
ENSDARG00000060309	41554794	41757181	202387
ENSDARG00000058874	6662479	6666426	3947
ENSDARG00000015947	52790049	52846194	56145
ENSDARG00000078688	40587551	40606273	18722
ENSDARG00000044405	30676995	30683637	6642
ENSDARG00000061091	37441789	37454910	13121
ENSDARG00000074148	52757433	52796212	38779
ENSDARG00000079884	1553442	1566581	13139
ENSDARG00000097933	16722014	16723463	1449
ENSDARG00000063538	9289802	9455966	166164
ENSDARG00000091465	37451341	37460178	8837
ENSDARG00000056026	28752943	28790319	37376
ENSDARG00000096411	6669369	6673813	4444
ENSDARG00000018032	39392442	39489190	96748
ENSDARG00000074002	40629066	40646203	17137
ENSDARG00000111070	16734086	16735402	1316
ENSDARG00000052158	34868156	34895175	27019
ENSDARG00000063295	7735806	7776612	40806
ENSDARG00000088798	37460269	37469775	9506
ENSDARG00000110832	16736871	16737608	737
ENSDARG00000102080	19334365	19341186	6821
ENSDARG00000052157	34908597	34925690	17093
ENSDARG00000005343	6736925	6775821	38896
ENSDARG00000071086	10758181	10780698	22517
ENSDARG00000044400	30689239	30701207	11968
ENSDARG00000015563	1567446	1591002	23556
ENSDARG00000099958	52853384	52855784	2400
ENSDARG00000070341	52859495	52861521	2026
ENSDARG00000027938	41808673	41887398	78725
ENSDARG00000062008	26063962	26225814	161852
ENSDARG00000044404	30684696	30689126	4430
ENSDARG00000028478	39499623	39503381	3758
ENSDARG00000060889	39506043	39508375	2332
ENSDARG00000097837	16801893	16804001	2108
ENSDARG00000044301	39505565	39521832	16267
ENSDARG00000087254	52864455	52867588	3133
ENSDARG00000056726	39493864	39497974	4110
ENSDARG00000096269	39491846	39506586	14740
ENSDARG00000070344	52873822	52876280	2458
ENSDARG00000015422	40647788	40657672	9884
ENSDARG00000097517	37474977	37476056	1079
ENSDARG00000044155	32699359	32703317	3958
ENSDARG00000013750	40661703	40669406	7703
ENSDARG00000074242	34931597	34938746	7149
ENSDARG00000071084	10781146	10809546	28400
ENSDARG00000077047	13920479	13987739	67260
ENSDARG00000055467	52911338	52913806	2468
ENSDARG00000019614	37478765	37513133	34368
ENSDARG00000090751	32717438	32834385	116947
ENSDARG00000044704	52924103	52925772	1669
ENSDARG00000033956	41956355	41974205	17850
ENSDARG00000090153	32834007	32844728	10721
ENSDARG00000024141	41996066	42003780	7714
ENSDARG00000016311	12593986	12788539	194553
ENSDARG00000115519	16804761	16806076	1315
ENSDARG00000097608	26305223	26309175	3952
ENSDARG00000105276	19344749	19381993	37244
ENSDARG00000074265	26309968	26353179	43211
ENSDARG00000061222	52947186	53036902	89716
ENSDARG00000009021	10812337	10828923	16586
ENSDARG00000044356	28795780	28914225	118445
ENSDARG00000019360	6779114	6796687	17573
ENSDARG00000003900	42031836	42036685	4849
ENSDARG00000075670	40671336	40689042	17706
ENSDARG00000070404	53041180	53048291	7111
ENSDARG00000044339	37513911	37525879	11968
ENSDARG00000070966	30703828	30708123	4295
ENSDARG00000070929	26557979	26559921	1942
ENSDARG00000020187	13993500	14010554	17054
ENSDARG00000103358	39524924	39525505	581
ENSDARG00000003961	42038358	42049350	10992
ENSDARG00000097392	26572001	26576907	4906
ENSDARG00000016348	39531135	39605734	74599
ENSDARG00000017294	53050166	53144336	94170
ENSDARG00000071215	7977611	8074849	97238
ENSDARG00000053708	32882821	32961129	78308
ENSDARG00000101792	18074521	18128721	54200
ENSDARG00000076850	40689357	40697585	8228
ENSDARG00000097141	16854742	16856587	1845
ENSDARG00000012823	1831111	1874664	43553
ENSDARG00000097897	30709926	30839763	129837
ENSDARG00000009447	10830844	10835922	5078
ENSDARG00000004150	42051480	42112191	60711
ENSDARG00000103494	19481394	19665114	183720
ENSDARG00000088140	34943351	34958274	14923
ENSDARG00000086336	40707162	40713204	6042
ENSDARG00000097704	40714811	40717048	2237
ENSDARG00000001882	40715637	40722480	6843
ENSDARG00000091061	53147446	53204808	57362
ENSDARG00000097395	26653913	26707605	53692
ENSDARG00000098280	53263854	53282595	18741
ENSDARG00000103020	18142623	18181589	38966
ENSDARG00000100693	34960025	35032792	72767
ENSDARG00000055481	39613357	39631181	17824
ENSDARG00000076754	37529383	37600648	71265
ENSDARG00000116830	16867518	16868834	1316
ENSDARG00000091845	16870004	16871322	1318
ENSDARG00000073684	2030703	2092659	61956
ENSDARG00000100504	18196961	18199062	2101
ENSDARG00000053724	32966750	33023745	56995
ENSDARG00000101679	19667619	19683406	15787
ENSDARG00000101769	53288018	53292163	4145
ENSDARG00000009830	26874839	26895750	20911
ENSDARG00000104372	53304977	53334259	29282
ENSDARG00000097037	16893171	16894312	1141
ENSDARG00000097331	33070766	33075576	4810
ENSDARG00000044511	14030903	14040161	9258
ENSDARG00000100263	53349966	53367828	17862
ENSDARG00000090793	8079974	8093993	14019
ENSDARG00000052170	35033457	35052388	18931
ENSDARG00000078781	53373498	53391727	18229
ENSDARG00000017400	8129543	8140958	11415
ENSDARG00000103308	53394125	53426773	32648
ENSDARG00000001993	40745437	40756138	10701
ENSDARG00000092154	42145626	42290259	144633
ENSDARG00000096880	16895685	16896994	1309
ENSDARG00000105116	18203464	18228358	24894
ENSDARG00000094965	8172227	8180042	7815
ENSDARG00000054127	40723554	40732692	9138
ENSDARG00000100531	53429228	53435711	6483
ENSDARG00000044341	37603968	37622576	18608
ENSDARG00000060413	40775800	40783641	7841
ENSDARG00000054058	40769517	40771813	2296
ENSDARG00000054063	40743367	40778294	34927
ENSDARG00000075209	40730869	40744726	13857
ENSDARG00000032868	30851545	30954268	102723
ENSDARG00000059916	54063032	54078623	15591
ENSDARG00000053574	42291308	42336995	45687
ENSDARG00000078195	54078703	54080052	1349
ENSDARG00000103173	19689464	19802580	113116
ENSDARG00000071213	8210115	8244474	34359
ENSDARG00000006639	10836147	10863669	27522
ENSDARG00000074979	39633065	39653972	20907
ENSDARG00000059931	54093057	54111928	18871
ENSDARG00000099817	54117004	54126463	9459
ENSDARG00000052025	33076839	33095766	18927
ENSDARG00000070951	54142311	54152983	10672
ENSDARG00000059575	35052721	35061467	8746
ENSDARG00000096346	6797520	6800387	2867
ENSDARG00000042123	54154807	54165141	10334
ENSDARG00000074921	12853655	12865827	12172
ENSDARG00000035043	39661588	39666722	5134
ENSDARG00000011941	12797648	12868401	70753
ENSDARG00000016429	26948093	27038629	90536
ENSDARG00000074094	2093206	2122486	29280
ENSDARG00000034897	54174696	54180699	6003
ENSDARG00000105112	19804048	19926657	122609
ENSDARG00000097870	16949735	16951160	1425
ENSDARG00000105071	35106115	35310224	204109
ENSDARG00000044628	6802142	6809598	7456
ENSDARG00000078725	35099897	35106425	6528
ENSDARG00000042128	54187643	54271549	83906
ENSDARG00000077442	37623693	37652517	28824
ENSDARG00000092627	16980025	16981321	1296
ENSDARG00000102531	18244220	18250857	6637
ENSDARG00000044357	28914233	28943056	28823
ENSDARG00000029415	10871659	10879963	8304
ENSDARG00000078075	54325008	54348568	23560
ENSDARG00000044318	39703232	39727244	24012
ENSDARG00000078901	54358529	54422665	64136
ENSDARG00000044264	9457966	9459440	1474
ENSDARG00000110631	16982613	16983924	1311
ENSDARG00000075354	39668850	39700965	32115
ENSDARG00000098837	2145564	2162446	16882
ENSDARG00000070047	35362225	35366944	4719
ENSDARG00000073764	9471367	9529217	57850
ENSDARG00000006207	42338309	42341219	2910
ENSDARG00000037059	8263548	8311044	47496
ENSDARG00000062978	8250382	8264751	14369
ENSDARG00000102762	19933763	19979961	46198
ENSDARG00000097348	17032975	17034293	1318
ENSDARG00000062884	9542448	9565526	23078
ENSDARG00000009871	54430413	54433995	3582
ENSDARG00000077040	6822592	6845993	23401
ENSDARG00000096929	12908959	12922018	13059
ENSDARG00000017606	54438355	54444929	6574
ENSDARG00000057688	12870744	12912606	41862
ENSDARG00000113502	17050800	17052116	1316
ENSDARG00000044061	54496808	54504476	7668
ENSDARG00000057633	12922002	12923727	1725
ENSDARG00000002644	35387367	35439406	52039
ENSDARG00000052142	2174082	2198683	24601
ENSDARG00000100584	18251140	18292410	41270
ENSDARG00000062174	14086688	14146979	60291
ENSDARG00000103745	18266596	18267362	766
ENSDARG00000098509	18254400	18261416	7016
ENSDARG00000078210	54538948	54562508	23560
ENSDARG00000014770	42345005	42369186	24181
ENSDARG00000052027	33104544	33129312	24768
ENSDARG00000092660	9568149	9581949	13800
ENSDARG00000075924	6850821	6922290	71469
ENSDARG00000040177	35443430	35446110	2680
ENSDARG00000029639	28946041	28961660	15619
ENSDARG00000002402	9595414	9630081	34667
ENSDARG00000063649	54576520	54671696	95176
ENSDARG00000097226	31069530	31147255	77725
ENSDARG00000070037	35459369	35488180	28811
ENSDARG00000003287	9630523	9646275	15752
ENSDARG00000110797	17053650	17054966	1316
ENSDARG00000089697	10888798	10902916	14118
ENSDARG00000096239	10903494	10904582	1088
ENSDARG00000002210	27041594	27057702	16108
ENSDARG00000100336	23712911	23781581	68670
ENSDARG00000097359	2222764	2227343	4579
ENSDARG00000003818	2206495	2222707	16212
ENSDARG00000044562	10910589	10912424	1835
ENSDARG00000052701	54680730	54705050	24320
ENSDARG00000060797	39737408	39765546	28138
ENSDARG00000116090	17110835	17112151	1316
ENSDARG00000114433	17113677	17114993	1316
ENSDARG00000076351	35675784	35779348	103564
ENSDARG00000070961	31184058	31233696	49638
ENSDARG00000052705	54711306	54754042	42736
ENSDARG00000096356	35794799	35795619	820
ENSDARG00000111303	17181157	17182473	1316
ENSDARG00000100694	54761141	54796072	34931
ENSDARG00000111316	17208022	17209265	1243
ENSDARG00000116567	17204785	17206028	1243
ENSDARG00000097560	17119279	17217521	98242
ENSDARG00000113949	17178321	17179637	1316
ENSDARG00000100003	23809163	23813893	4730
ENSDARG00000010958	28970513	28980829	10316
ENSDARG00000087381	9651703	9657694	5991
ENSDARG00000044561	10923105	10927766	4661
ENSDARG00000034409	33537267	33558977	21710
ENSDARG00000020607	42369999	42377307	7308
ENSDARG00000058771	54888493	55022544	134051
ENSDARG00000044345	37655078	37730907	75829
ENSDARG00000103485	18298444	18350267	51823
ENSDARG00000052129	27062512	27089014	26502
ENSDARG00000044615	6924637	6967588	42951
ENSDARG00000003081	55032439	55082533	50094
ENSDARG00000009094	40794015	40803800	9785
ENSDARG00000096835	40795898	40819766	23868
ENSDARG00000004696	40822587	40832245	9658
ENSDARG00000097696	12986853	12993505	6652
ENSDARG00000057683	12968101	12985390	17289
ENSDARG00000097957	35910498	35914713	4215
ENSDARG00000088411	10943188	10964083	20895
ENSDARG00000099084	55327909	55354004	26095
ENSDARG00000104823	23887314	23889678	2364
ENSDARG00000096924	2227632	2232544	4912
ENSDARG00000104571	23931236	23939154	7918
ENSDARG00000079891	31279542	31348999	69457
ENSDARG00000099554	23891230	23931442	40212
ENSDARG00000098123	23955374	24053616	98242
ENSDARG00000055317	39812475	39831089	18614
ENSDARG00000044457	29004062	29007493	3431
ENSDARG00000104495	55357188	55393309	36121
ENSDARG00000052099	27112884	27123327	10443
ENSDARG00000104353	9664206	9695294	31088
ENSDARG00000060398	40843786	40854458	10672
ENSDARG00000077946	39836474	39866670	30196
ENSDARG00000054026	40841156	40842768	1612
ENSDARG00000098676	27108048	27126829	18781
ENSDARG00000038293	27126620	27139396	12776
ENSDARG00000002591	40832635	40841032	8397
ENSDARG00000044267	9677420	9688511	11091
ENSDARG00000098114	55396807	55423220	26413
ENSDARG00000062594	10982786	10988741	5955
ENSDARG00000096883	2235893	2242684	6791
ENSDARG00000096232	10988764	11006369	17605
ENSDARG00000097541	35916500	35952488	35988
ENSDARG00000052104	27090800	27105013	14213
ENSDARG00000005675	42377911	42388608	10697
ENSDARG00000070995	14172884	14292329	119445
ENSDARG00000105098	24055421	24066676	11255
ENSDARG00000052103	27104962	27108844	3882
ENSDARG00000115685	17264905	17266221	1316
ENSDARG00000097518	36116704	36119848	3144
ENSDARG00000037057	8314451	8330577	16126
ENSDARG00000016345	55428924	55437087	8163
ENSDARG00000098454	42383194	42383446	252
ENSDARG00000030166	2619893	2627495	7602
ENSDARG00000101393	18364048	18366339	2291
ENSDARG00000102518	33813288	33835181	21893
ENSDARG00000074311	33663666	33871055	207389
ENSDARG00000098771	18359306	18362631	3325
ENSDARG00000006260	6972953	6976107	3154
ENSDARG00000016750	11026354	11067995	41641
ENSDARG00000099217	24076954	24087279	10325
ENSDARG00000070839	29011911	29086473	74562
ENSDARG00000100711	33817691	33819979	2288
ENSDARG00000036700	6989454	6993046	3592
ENSDARG00000103479	2951645	3276052	324407
ENSDARG00000061051	36127505	36198052	70547
ENSDARG00000096419	6995294	6997346	2052
ENSDARG00000075815	55449300	55585423	136123
ENSDARG00000008310	42409082	42418225	9143
ENSDARG00000017657	40874206	40875253	1047
ENSDARG00000112602	17267681	17268997	1316
ENSDARG00000016177	40922572	40947671	25099
ENSDARG00000104793	18367388	18381700	14312
ENSDARG00000102415	24090950	24103666	12716
ENSDARG00000097557	17281907	17285849	3942
ENSDARG00000010415	40877394	40885496	8102
ENSDARG00000058820	6999487	7052603	53116
ENSDARG00000013240	40884615	40899618	15003
ENSDARG00000060235	42475730	42505007	29277
ENSDARG00000094142	17612044	17613202	1158
ENSDARG00000053992	40898877	40922971	24094
ENSDARG00000008494	39874177	39893526	19349
ENSDARG00000096398	8339298	8346939	7641
ENSDARG00000028119	11070261	11073880	3619
ENSDARG00000058323	12996038	13022166	26128
ENSDARG00000006546	31350101	31364551	14450
ENSDARG00000076017	33875137	33878665	3528
ENSDARG00000027963	42545797	42598328	52531
ENSDARG00000027589	9703721	9707599	3878
ENSDARG00000097214	17972241	17999751	27510
ENSDARG00000098726	17725788	17999776	273988
ENSDARG00000077028	55819038	55831138	12100
ENSDARG00000060748	39897543	39903431	5888
ENSDARG00000097524	42604241	42610834	6593
ENSDARG00000087285	14301214	14312611	11397
ENSDARG00000018984	55909795	55997350	87555
ENSDARG00000101275	36281005	36285111	4106
ENSDARG00000100695	14316794	14322691	5897
ENSDARG00000006093	9747108	9792004	44896
ENSDARG00000097820	42618902	42622652	3750
ENSDARG00000104396	18388327	18400623	12296
ENSDARG00000090156	11078693	11091449	12756
ENSDARG00000015862	29086594	29097393	10799
ENSDARG00000096270	11077114	11077609	495
ENSDARG00000019763	8355122	8362516	7394
ENSDARG00000058815	7059999	7082108	22109
ENSDARG00000040607	56076595	56140968	64373
ENSDARG00000044204	39905021	39912440	7419
ENSDARG00000026759	102506	109626	7120
ENSDARG00000040608	56097971	56111829	13858
ENSDARG00000097720	42646411	42653425	7014
ENSDARG00000044203	39913853	39920105	6252
ENSDARG00000101586	24140757	24143923	3166
ENSDARG00000075569	33881372	33900867	19495
ENSDARG00000090480	33897624	33910958	13334
ENSDARG00000061362	29102942	29143463	40521
ENSDARG00000018782	3280939	3319142	38203
ENSDARG00000103207	18418651	18440636	21985
ENSDARG00000096913	42656722	42665345	8623
ENSDARG00000058893	7085889	7109063	23174
ENSDARG00000103802	24152816	24203980	51164
ENSDARG00000017886	29144776	29159888	15112
ENSDARG00000074723	11101751	11227225	125474
ENSDARG00000071032	13024448	13037815	13367
ENSDARG00000040606	56141852	56179707	37855
ENSDARG00000056178	29184137	29195642	11505
ENSDARG00000077060	42666694	42690736	24042
ENSDARG00000098260	24318031	24320268	2237
ENSDARG00000100280	57401178	57426097	24919
ENSDARG00000009350	7109954	7123210	13256
ENSDARG00000013144	29217392	29227487	10095
ENSDARG00000099515	24329275	24358732	29457
ENSDARG00000097460	57431319	57455678	24359
ENSDARG00000011125	57478337	57485411	7074
ENSDARG00000058903	7123980	7133531	9551
ENSDARG00000091831	57436314	57476465	40151
ENSDARG00000071217	7157468	7208119	50651
ENSDARG00000097058	57479251	57480717	1466
ENSDARG00000020625	31368071	31429161	61090
ENSDARG00000097941	42693114	42743538	50424
ENSDARG00000102218	18441331	18442705	1374
ENSDARG00000061508	15036828	15065376	28548
ENSDARG00000058906	7240403	7245216	4813
ENSDARG00000076924	9793495	9861191	67696
ENSDARG00000063009	13039951	13045541	5590
ENSDARG00000096454	112579	119859	7280
ENSDARG00000034430	29288006	29292887	4881
ENSDARG00000098433	18524444	18531760	7316
ENSDARG00000011163	42818963	42916343	97380
ENSDARG00000074903	57491794	57539141	47347
ENSDARG00000058660	8363629	8392200	28571
ENSDARG00000056193	29227489	29288155	60666
ENSDARG00000014655	39923052	39991554	68502
ENSDARG00000055912	37733608	37745508	11900
ENSDARG00000058325	13045885	13058979	13094
ENSDARG00000102802	24364678	24392915	28237
ENSDARG00000099307	18520859	18523946	3087
ENSDARG00000103194	36287538	36290625	3087
ENSDARG00000000943	7249531	7280299	30768
ENSDARG00000003991	15071399	15101477	30078
ENSDARG00000044199	42918933	42930302	11369
ENSDARG00000076584	40951227	40968320	17093
ENSDARG00000094176	120181	126359	6178
ENSDARG00000078283	124172	131401	7229
ENSDARG00000043360	15127507	15131196	3689
ENSDARG00000074794	57541776	57620500	78724
ENSDARG00000007080	36381709	36391687	9978
ENSDARG00000044551	11249706	11267002	17296
ENSDARG00000061817	27146671	27273027	126356
ENSDARG00000053939	40992409	41009381	16972
ENSDARG00000053961	40975655	40992683	17028
ENSDARG00000097467	57630414	57631164	750
ENSDARG00000061409	29295310	29305132	9822
ENSDARG00000074337	57634360	57722816	88456
ENSDARG00000039208	33911154	33916788	5634
ENSDARG00000043361	15145123	15246534	101411
ENSDARG00000096905	15250672	15259419	8747
ENSDARG00000015374	3334392	3405495	71103
ENSDARG00000100055	57900237	58149165	248928
ENSDARG00000025094	42932757	42949184	16427
ENSDARG00000099979	24398907	24598752	199845
ENSDARG00000070792	36459897	36463695	3798
ENSDARG00000088717	15268685	15300140	31455
ENSDARG00000071025	13096912	13133917	37005
ENSDARG00000074634	131998	138603	6605
ENSDARG00000088899	58280936	58395483	114547
ENSDARG00000076872	9867426	9886822	19396
ENSDARG00000044326	36465347	36542102	76755
ENSDARG00000052192	140121	141697	1576
ENSDARG00000102025	24660817	24698140	37323
ENSDARG00000058930	7287102	7292221	5119
ENSDARG00000058937	7299194	7306056	6862
ENSDARG00000006514	36551083	36552844	1761
ENSDARG00000096429	7313548	7322193	8645
ENSDARG00000078605	8393378	8407406	14028
ENSDARG00000056203	29305190	29312330	7140
ENSDARG00000061515	15373153	15447996	74843
ENSDARG00000088515	15437132	15492073	54941
ENSDARG00000091130	58406014	58499844	93830
ENSDARG00000062323	13136602	13188667	52065
ENSDARG00000099309	369991	375101	5110
ENSDARG00000096428	8453398	8466749	13351
ENSDARG00000075034	31430791	31576397	145606
ENSDARG00000058953	7322587	7390458	67871
ENSDARG00000075240	9893554	9894889	1335
ENSDARG00000053934	41014791	41021880	7089
ENSDARG00000100470	24742871	24815351	72480
ENSDARG00000057857	58522557	58531664	9107
ENSDARG00000006915	42951960	42971184	19224
ENSDARG00000073813	27275716	27288989	13273
ENSDARG00000104361	24817852	24821681	3829
ENSDARG00000033012	11272286	11362871	90585
ENSDARG00000038465	58543336	58563582	20246
ENSDARG00000028379	41023580	41028698	5118
ENSDARG00000055917	37745719	37749711	3992
ENSDARG00000076800	42975278	42983843	8565
ENSDARG00000016527	58569808	58615281	45473
ENSDARG00000074248	9898683	9916534	17851
ENSDARG00000103984	392815	409768	16953
ENSDARG00000095170	15526769	15604417	77648
ENSDARG00000028389	41057943	41079209	21266
ENSDARG00000005565	41038757	41060423	21666
ENSDARG00000029075	39993605	40029423	35818
ENSDARG00000087225	43001964	43007264	5300
ENSDARG00000031664	7414215	7415343	1128
ENSDARG00000019516	58622831	58674160	51329
ENSDARG00000098348	25157331	25165693	8362
ENSDARG00000044194	43015916	43019222	3306
ENSDARG00000078211	27304503	27338183	33680
ENSDARG00000038467	58698475	58772272	73797
ENSDARG00000059818	58772209	58828398	56189
ENSDARG00000073841	37752781	37847875	95094
ENSDARG00000056259	29313220	29377092	63872
ENSDARG00000060120	43019642	43047774	28132
ENSDARG00000103840	25167250	25189739	22489
ENSDARG00000099911	25189837	25201810	11973
ENSDARG00000100836	25188023	25188783	760
ENSDARG00000059824	58737168	58764672	27504
ENSDARG00000089933	8470598	8489810	19212
ENSDARG00000032005	7421898	7427512	5614
ENSDARG00000061590	31590751	31739709	148958
ENSDARG00000044549	11369135	11396429	27294
ENSDARG00000076094	27338512	27355357	16845
ENSDARG00000070801	36717985	36795219	77234
ENSDARG00000102957	41086608	41091181	4573
ENSDARG00000100815	41080207	41091238	11031
ENSDARG00000096252	3459026	3459340	314
ENSDARG00000025397	41080003	41085692	5689
ENSDARG00000090628	40031007	40038543	7536
ENSDARG00000071183	9920919	9922266	1347
ENSDARG00000104188	414653	426041	11388
ENSDARG00000096949	40039534	40044111	4577
ENSDARG00000097939	40043615	40049445	5830
ENSDARG00000070394	40045035	40058686	13651
ENSDARG00000018623	3473657	3491357	17700
ENSDARG00000096306	3492972	3507536	14564
ENSDARG00000060115	43076516	43092175	15659
ENSDARG00000037000	7428613	7439490	10877
ENSDARG00000017425	27361978	27450504	88526
ENSDARG00000104298	7429311	7435700	6389
ENSDARG00000006040	9952678	9969458	16780
ENSDARG00000075297	43222524	43233700	11176
ENSDARG00000070991	15604759	15641686	36927
ENSDARG00000074599	43220191	43387920	167729
ENSDARG00000073837	11397269	11415635	18366
ENSDARG00000098924	18531932	18544545	12613
ENSDARG00000076797	43218851	43221581	2730
ENSDARG00000077044	43234213	43241631	7418
ENSDARG00000031388	58832155	58867662	35507
ENSDARG00000099919	38132511	38358080	225569
ENSDARG00000028396	41096058	41117242	21184
ENSDARG00000040707	40060409	40063464	3055
ENSDARG00000062998	8490322	8498908	8586
ENSDARG00000036998	7444899	7452559	7660
ENSDARG00000023771	38381957	38513578	131621
ENSDARG00000101169	427317	442276	14959
ENSDARG00000070730	38366936	38426942	60006
ENSDARG00000086980	58871600	58910402	38802
ENSDARG00000100818	25213934	25228496	14562
ENSDARG00000059836	58915889	58919086	3197
ENSDARG00000101745	7453355	7453831	476
ENSDARG00000059128	3509036	3514753	5717
ENSDARG00000021669	40065201	40071899	6698
ENSDARG00000028027	15651977	15653494	1517
ENSDARG00000057276	15762647	15893049	130402
ENSDARG00000006202	7466223	7531427	65204
ENSDARG00000058179	15751982	15757867	5885
ENSDARG00000077764	3516695	3540267	23572
ENSDARG00000014875	9970733	10010348	39615
ENSDARG00000044433	27451879	27510625	58746
ENSDARG00000000730	41118910	41138855	19945
ENSDARG00000079945	11422044	11431630	9586
ENSDARG00000070828	29386728	29395704	8976
ENSDARG00000009782	8499865	8580858	80993
ENSDARG00000034396	58921240	58975019	53779
ENSDARG00000019613	40089743	40162742	72999
ENSDARG00000040703	40174216	40182520	8304
ENSDARG00000100255	36795225	36819371	24146
ENSDARG00000101126	18544791	18566524	21733
ENSDARG00000101791	25257728	25304430	46702
ENSDARG00000001354	41144155	41161017	16862
ENSDARG00000100548	18554819	18560200	5381
ENSDARG00000096307	515181	543693	28512
ENSDARG00000095914	31804665	31806345	1680
ENSDARG00000024847	11438972	11495601	56629
ENSDARG00000015176	31772182	31987940	215758
ENSDARG00000052638	59350457	59357256	6799
ENSDARG00000079860	59370821	59388625	17804
ENSDARG00000007231	27514465	27615701	101236
